,TK_PLCS/FPIX/crate03/module04/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_03.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_08.value.converted:_original.._value,
,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,
"2018/01/27 12:04:31.424",,,,,,,,,,,10.19,,,
"2018/01/27 12:04:46.422",,,,,,,,,,,,10.14,,
"2018/01/27 12:05:43.924",,7.99,,,,,,,,,,,,
"2018/01/27 12:06:03.920",,,7.28,,,,,,,,,,,
"2018/01/27 12:07:29.011",,,,,,,,,,8.67,,,,
"2018/01/27 12:08:11.426",,,,,,,,,8.73,,,,,
"2018/01/27 12:08:31.422",,,,,,,7.64,,,,,,,
"2018/01/27 12:08:38.943",,,,7.23,,,,,,,,,,
"2018/01/27 12:09:48.935",,,,,7.33,,,,,,,,,
"2018/01/27 12:12:03.930",8.57,,,,,,,,,,,,,
"2018/01/27 12:12:11.424",,,,,,,,,,,,,10.75,
"2018/01/27 12:12:21.428",,,,,,,,7.62,,,,,,
"2018/01/27 12:12:36.428",,,,,,,,,,,10.71,,,
"2018/01/27 12:12:48.937",,,,,,7.23,,,,,,,,
"2018/01/27 12:13:26.433",,,,,,,,,,,,10.66,,
"2018/01/27 12:13:33.929",,8.5,,,,,,,,,,,,
"2018/01/27 12:14:51.422",,,7.79,,,,,,,,,,,
"2018/01/27 12:15:46.427",,,,,,,,,,9.19,,,,
"2018/01/27 12:16:36.432",,,,,,,,,9.25,,,,,
"2018/01/27 12:17:19.003",,,,7.74,,,,,,,,,,
"2018/01/27 12:17:23.932",,,,,,,8.16,,,,,,,
"2018/01/27 12:18:33.928",,,,,7.84,,,,,,,,,
"2018/01/27 12:20:13.934",9.08,,,,,,,,,,,,,
"2018/01/27 12:20:46.436",,,,,,,,,,,,,11.26,
"2018/01/27 12:21:01.435",,,,,,,,8.13,,,,,,
"2018/01/27 12:21:29.015",,,,,,7.74,,,,,,,,
"2018/01/27 12:21:43.937",,,,,,,,,,,11.23,,,
"2018/01/27 12:21:51.428",,9.01,,,,,,,,,,,,
"2018/01/27 12:22:06.436",,,,,,,,,,,,11.17,,
"2018/01/27 12:23:31.430",,,8.3,,,,,,,,,,,
"2018/01/27 12:24:13.940",,,,,,,,,,9.71,,,,
"2018/01/27 12:24:53.928",,,,,,,,,9.77,,,,,
"2018/01/27 12:26:01.430",,,,8.25,,,,,,,,,,
"2018/01/27 12:26:21.432",,,,,,,8.67,,,,,,,
"2018/01/27 12:27:26.434",,,,,8.35,,,,,,,,,
"2018/01/27 12:28:56.427",9.59,,,,,,,,,,,,,
"2018/01/27 12:29:51.438",,,,,,,,,,,,,11.78,
"2018/01/27 12:30:01.432",,,,,,,,8.64,,,,,,
"2018/01/27 12:30:26.437",,,,,,8.25,,,,,,,,
"2018/01/27 12:30:31.430",,,,,,,,,,,11.74,,,
"2018/01/27 12:30:36.428",,9.52,,,,,,,,,,,,
"2018/01/27 12:31:11.435",,,,,,,,,,,,11.69,,
"2018/01/27 12:32:33.934",,,8.81,,,,,,,,,,,
"2018/01/27 12:33:23.920",,,,,,,,,,10.23,,,,
"2018/01/27 12:33:53.925",,,,,,,,,10.29,,,,,
"2018/01/27 12:35:16.429",,,,8.77,,,,,,,,,,
"2018/01/27 12:35:18.941",,,,,,,9.18,,,,,,,
"2018/01/27 12:36:26.434",,,,,8.86,,,,,,,,,
"2018/01/27 12:37:43.929",10.11,,,,,,,,,,,,,
"2018/01/27 12:39:06.433",,,,,,,,9.16,,,,,,
"2018/01/27 12:39:11.432",,10.03,,,,,,,,,,,,
"2018/01/27 12:39:29.008",,,,,,8.77,,,,,,,,
"2018/01/27 12:39:33.929",,,,,,,,,,,,,12.3,
"2018/01/27 12:40:26.430",,,,,,,,,,,12.26,,,
"2018/01/27 12:41:13.934",,,,,,,,,,,,12.22,,
"2018/01/27 12:41:48.938",,,9.33,,,,,,,,,,,
"2018/01/27 12:42:31.439",,,,,,,,,,10.75,,,,
"2018/01/27 12:42:48.941",,,,,,,,,10.8,,,,,
"2018/01/27 12:44:26.435",,,,,,,9.69,,,,,,,
"2018/01/27 12:44:29.007",,,,9.28,,,,,,,,,,
"2018/01/27 12:45:43.927",,,,,9.38,,,,,,,,,
"2018/01/27 12:47:16.420",10.62,,,,,,,,,,,,,
"2018/01/27 12:48:11.435",,,,,,,,9.67,,,,,,
"2018/01/27 12:48:31.432",,10.55,,,,,,,,,,,,
"2018/01/27 12:48:38.942",,,,,,9.28,,,,,,,,
"2018/01/27 12:50:03.934",,,,,,,,,,,,,12.82,
"2018/01/27 12:50:53.934",,,,,,,,,,,12.78,,,
"2018/01/27 12:51:18.939",,,9.84,,,,,,,,,,,
"2018/01/27 12:51:46.421",,,,,,,,,,,,12.74,,
"2018/01/27 12:52:03.923",,,,,,,,,,11.26,,,,
"2018/01/27 12:52:26.424",,,,,,,,,11.32,,,,,
"2018/01/27 12:53:59.086",,,,,,,10.2,,,,,,,
"2018/01/27 12:54:01.427",,,,9.79,,,,,,,,,,
"2018/01/27 12:55:08.948",,,,,9.89,,,,,,,,,
"2018/01/27 12:56:59.006",11.13,,,,,,,,,,,,,
"2018/01/27 12:57:43.922",,,,,,,,10.18,,,,,,
"2018/01/27 12:58:11.421",,,,,,9.79,,,,,,,,
"2018/01/27 12:58:18.935",,11.06,,,,,,,,,,,,
"2018/01/27 13:00:41.430",,,,,,,,,,,,,13.35,
"2018/01/27 13:00:53.922",,,10.35,,,,,,,,,,,
"2018/01/27 13:02:03.924",,,,,,,,,,,13.3,,,
"2018/01/27 13:02:18.937",,,,,,,,,,11.78,,,,
"2018/01/27 13:02:38.934",,,,,,,,,11.85,,,,,
"2018/01/27 13:03:01.423",,,,,,,,,,,,13.26,,
"2018/01/27 13:03:46.424",,,,10.3,,,,,,,,,,
"2018/01/27 13:03:51.425",,,,,,,10.72,,,,,,,
"2018/01/27 13:05:08.944",,,,,10.4,,,,,,,,,
"2018/01/27 13:06:59.019",11.64,,,,,,,,,,,,,
"2018/01/27 13:07:41.429",,,,,,,,10.69,,,,,,
"2018/01/27 13:08:03.933",,,,,,10.3,,,,,,,,
"2018/01/27 13:08:13.929",,11.57,,,,,,,,,,,,
"2018/01/27 13:11:03.932",,,10.86,,,,,,,,,,,
"2018/01/27 13:12:31.431",,,,,,,,,,,,,13.87,
"2018/01/27 13:12:48.947",,,,,,,,,12.37,12.3,,,,
"2018/01/27 13:13:43.927",,,,10.81,,,,,,,,,,
"2018/01/27 13:13:51.436",,,,,,,,,,,13.82,,,
"2018/01/27 13:14:06.425",,,,,,,11.23,,,,,,,
"2018/01/27 13:14:43.930",,,,,,,,,,,,13.78,,
"2018/01/27 13:15:16.438",,,,,10.91,,,,,,,,,
"2018/01/27 13:17:29.013",12.15,,,,,,,,,,,,,
"2018/01/27 13:17:46.426",,,,,,,,11.2,,,,,,
"2018/01/27 13:18:03.925",,,,,,10.81,,,,,,,,
"2018/01/27 13:18:38.940",,12.08,,,,,,,,,,,,
"2018/01/27 13:21:41.427",,,11.37,,,,,,,,,,,
"2018/01/27 13:23:51.426",,,,,,,,,12.89,,,,,
"2018/01/27 13:23:59.009",,,,,,,,,,12.82,,,,
"2018/01/27 13:24:13.921",,,,11.33,,,,,,,,,,
"2018/01/27 13:24:43.935",,,,,,,11.74,,,,,,,
"2018/01/27 13:25:06.426",,,,,,,,,,,,,14.39,
"2018/01/27 13:25:43.933",,,,,11.42,,,,,,,,,
"2018/01/27 13:26:18.939",,,,,,,,,,,14.34,,,
"2018/01/27 13:27:03.922",,,,,,,,,,,,14.3,,
"2018/01/27 13:28:16.432",,,,,,,,11.72,,,,,,
"2018/01/27 13:28:21.427",12.67,,,,,,,,,,,,,
"2018/01/27 13:28:38.937",,,,,,11.33,,,,,,,,
"2018/01/27 13:29:36.433",,12.59,,,,,,,,,,,,
"2018/01/27 13:32:41.428",,,11.89,,,,,,,,,,,
"2018/01/27 13:35:16.435",,,,11.84,,,,,,,,,,
"2018/01/27 13:35:29.007",,,,,,,12.25,,,,,,,
"2018/01/27 13:35:36.429",,,,,,,,,13.41,,,,,
"2018/01/27 13:35:53.929",,,,,,,,,,13.35,,,,
"2018/01/27 13:36:41.431",,,,,11.93,,,,,,,,,
"2018/01/27 13:38:08.942",,,,,,,,,,,,,14.91,
"2018/01/27 13:39:23.926",,,,,,,,12.23,,,,,,
"2018/01/27 13:39:29.003",,,,,,,,,,,14.87,,,
"2018/01/27 13:39:33.934",,,,,,11.84,,,,,,,,
"2018/01/27 13:40:11.430",13.18,,,,,,,,,,,,,
"2018/01/27 13:40:33.917",,,,,,,,,,,,14.82,,
"2018/01/27 13:41:33.922",,13.1,,,,,,,,,,,,
"2018/01/27 13:44:13.924",,,12.4,,,,,,,,,,,
"2018/01/27 13:46:43.920",,,,12.35,,,,,,,,,,
"2018/01/27 13:47:16.419",,,,,,,12.76,,,,,,,
"2018/01/27 13:48:13.921",,,,,,,,,13.93,,,,,
"2018/01/27 13:48:16.428",,,,,12.45,,,,,,,,,
"2018/01/27 13:48:41.429",,,,,,,,,,13.87,,,,
"2018/01/27 13:49:01.419",13.69,,,,,,,,,,,,,
"2018/01/27 13:49:21.421",,13.62,,,,,,,,,,,,
"2018/01/27 13:49:23.928",,,,,,,,,14.45,,,,,
"2018/01/27 13:49:41.426",,,,,,,,,,14.39,,,,
"2018/01/27 13:49:51.430",14.2,,,,,,,,,,,,,
"2018/01/27 13:50:11.422",,,,,,,,12.74,,,,,,
"2018/01/27 13:50:21.428",,,,,,12.35,,,,,,,15.44,
"2018/01/27 13:50:23.921",,,,,,,,,14.98,,,,,
"2018/01/27 13:50:36.421",,,,,,,,,,,15.39,,,
"2018/01/27 13:50:41.420",,,,,,,,,,,,15.33,,
"2018/01/27 13:50:43.922",,,,,,,,,,14.91,,,,
"2018/01/27 13:50:51.428",14.74,,,,,,,,,,,,,
"2018/01/27 13:51:03.925",,14.13,,,,,,,,,,,,
"2018/01/27 13:51:36.423",,,12.91,,,,,,,,,,,
"2018/01/27 13:51:38.932",,,,,,,,,15.5,,,,,
"2018/01/27 13:51:46.426",,,,,,,,,,15.44,,,,
"2018/01/27 13:51:56.427",,,,12.86,,,,,,,,,,
"2018/01/27 13:52:08.933",15.25,,,,,,,,,,,,,
"2018/01/27 13:52:29.005",,14.64,,,,,,,,,,,,
"2018/01/27 13:52:56.427",,,,,,,,,,15.96,,,,
"2018/01/27 13:53:06.426",,,,,,,,,16.05,,,,,
"2018/01/27 13:53:16.423",,,,,,,,,,,,,15.96,
"2018/01/27 13:53:21.424",15.77,,,,,,,,,,,,,
"2018/01/27 13:53:23.921",,,,,,,,,,,15.92,,,
"2018/01/27 13:53:38.938",,,,,,,13.28,,,,,,,
"2018/01/27 13:53:48.935",,,,,12.96,,,,,,,,,
"2018/01/27 13:53:51.428",,15.15,,,,,,,,,,,,
"2018/01/27 13:54:01.425",,,,,,,,,,,,15.85,,
"2018/01/27 13:54:18.946",,,,,,,,,,16.48,,,,
"2018/01/27 13:54:46.427",16.28,,,,,,,,,,,,,
"2018/01/27 13:54:59.013",,,,,,,,,16.57,,,,,
"2018/01/27 13:55:13.929",,,13.42,,,,,,,,,,,
"2018/01/27 13:55:26.429",,15.67,,13.37,,,,,,,,,,
"2018/01/27 13:55:33.920",,,,,,12.86,,,,17,,,,
"2018/01/27 13:55:43.928",,,,,,,,,,,,,16.48,
"2018/01/27 13:55:56.428",,,,,,,,13.25,,,16.44,,,
"2018/01/27 13:56:06.427",16.8,,,,,,,,,,,,,
"2018/01/27 13:56:16.428",,,,,,,,,17.09,,,,,
"2018/01/27 13:56:38.933",,,,,,,,,,,,16.35,,
"2018/01/27 13:57:01.425",,,,,,,,,,17.53,,,,
"2018/01/27 13:57:03.931",,16.18,,,,,,,,,,,,
"2018/01/27 13:57:43.935",17.31,,,,,,,,,,,,,
"2018/01/27 13:58:16.434",,,,,,,,,,,,,17,
"2018/01/27 13:58:23.935",,,,,13.47,,,,,,,,,
"2018/01/27 13:58:29.007",,,,,,,,,17.61,,,,,
"2018/01/27 13:58:31.430",,,,,,,,,,,16.96,,,
"2018/01/27 13:58:36.431",,,,,,,13.79,,,,,,,
"2018/01/27 13:58:41.425",,16.7,,,,,,,,,,,,
"2018/01/27 13:58:51.433",,,,,,,,,,18.05,,,,
"2018/01/27 13:58:56.433",,,13.93,13.88,,,,,,,,,,
"2018/01/27 13:59:38.939",17.82,,,,,,,,,,,,,
"2018/01/27 13:59:51.429",,,,,,,,,,,,16.87,,
"2018/01/27 14:00:11.427",,,,,,13.37,,,,,,,,
"2018/01/27 14:00:13.928",,,,,,,,,18.12,,,,,
"2018/01/27 14:00:29.013",,17.21,,,,,,,,,,,,
"2018/01/27 14:00:38.937",,,,,,,,,,18.58,,,,
"2018/01/27 14:01:13.928",,,,,,,,13.76,,,,,,
"2018/01/27 14:01:16.433",,,,,,,,,,,,,17.53,
"2018/01/27 14:01:31.429",,,,,,,,,,,17.48,,,
"2018/01/27 14:01:36.424",18.33,,,,,,,,,,,,,
"2018/01/27 14:02:38.936",,17.72,,14.4,,,,,18.64,,,,,
"2018/01/27 14:02:56.435",,,,,,,,,,19.1,,,,
"2018/01/27 14:03:03.925",,,14.45,,13.98,,,,,,,,,
"2018/01/27 14:03:21.432",,,,,,,,,,,,17.39,,
"2018/01/27 14:03:33.926",,,,,,,14.3,,,,,,,
"2018/01/27 14:04:41.426",,,,,,,,,,,,,18.05,
"2018/01/27 14:04:43.929",18.84,,,,,,,,,,,,,
"2018/01/27 14:04:46.431",,,,,,13.88,,,,,18.01,,,
"2018/01/27 14:04:56.426",,18.23,,,,,,,,,,,,
"2018/01/27 14:05:06.422",,,,,,,,,19.16,,,,,
"2018/01/27 14:05:31.434",,,,,,,,,,19.62,,,,
"2018/01/27 14:06:11.434",,,,,,,,,19.69,,,,,
"2018/01/27 14:06:13.934",,,,,,,,14.27,,,,,,
"2018/01/27 14:06:16.428",,,,14.91,,,,,,,,,,
"2018/01/27 14:07:06.437",19.35,,,,,,,,,,,17.9,,
"2018/01/27 14:07:08.931",,18.75,14.96,,,,,,,,,,,
"2018/01/27 14:07:59.011",,,,,14.49,,,,,,,,,
"2018/01/27 14:08:13.932",,,,,,,,,,20.14,,,18.58,
"2018/01/27 14:08:16.420",,,,,,,,,,,18.53,,,
"2018/01/27 14:08:33.937",,,,,,,14.81,,,,,,,
"2018/01/27 14:09:03.928",19.87,,,,,,,,,,,,,
"2018/01/27 14:09:16.421",,,,,,14.4,,,,,,,,
"2018/01/27 14:10:03.925",,19.26,,,,,,,,,,,,
"2018/01/27 14:10:18.941",,,,15.42,,,,,,,,,,
"2018/01/27 14:10:26.435",,,,,,,,,20.21,,,,,
"2018/01/27 14:10:59.081",,,,,,,,14.79,,,,,,
"2018/01/27 14:11:16.430",,,,,,,,,,,,18.42,,
"2018/01/27 14:11:29.013",,,15.47,,,,,,,,,,,
"2018/01/27 14:12:33.925",,,,,,,,,,,19.06,,,
"2018/01/27 14:12:41.430",,,,,15.01,,,,,,,,,
"2018/01/27 14:12:46.429",,,,,,,,,,,,,19.1,
"2018/01/27 14:13:03.923",,,,,,,,,,20.67,,,,
"2018/01/27 14:13:33.928",,,,,,,15.33,,,,,,,
"2018/01/27 14:13:46.430",20.38,,,,,,,,,,,,,
"2018/01/27 14:13:51.430",,,,,,14.91,,,,,,,,
"2018/01/27 14:14:03.930",,19.77,,,,,,,,,,,,
"2018/01/27 14:14:48.928",,,,15.94,,,,,,,,,,
"2018/01/27 14:14:56.426",,,,,,,,,20.73,,,,,
"2018/01/27 14:15:59.012",,,,,,,,,,,,18.93,,
"2018/01/27 14:16:01.435",,,,,,,,15.3,,,,,,
"2018/01/27 14:16:23.926",,,15.99,,,,,,,,,,,
"2018/01/27 14:17:16.425",,,,,,,,,,,19.58,,,
"2018/01/27 14:17:36.436",,,,,15.52,,,,,,,,19.62,
"2018/01/27 14:17:51.433",20.9,,,,,,,,,,,,,
"2018/01/27 14:17:53.927",,,,,,,,,,21.19,,,,
"2018/01/27 14:18:03.933",,20.29,,,,,,,,,,,,
"2018/01/27 14:18:36.422",,,,,,15.42,,,,,,,,
"2018/01/27 14:18:41.427",,,,,,,15.84,,,,,,,
"2018/01/27 14:18:56.421",,,,,,,,,21.26,,,,,
"2018/01/27 14:19:33.931",,,,16.45,,,,,,,,,,
"2018/01/27 14:20:56.420",,,,,,,,,21.78,21.76,,,,
"2018/01/27 14:21:03.929",,,,,,,,15.82,,,,,,
"2018/01/27 14:21:13.933",,,,,,,,,,,,19.45,,
"2018/01/27 14:21:38.943",,20.8,,,,,,,,,,,,
"2018/01/27 14:21:43.933",,,16.5,,,,,,,,,,,
"2018/01/27 14:22:31.426",,,,,,,,,,,20.1,,,
"2018/01/27 14:22:56.424",,,,,16.04,,,,,,,,,
"2018/01/27 14:23:01.435",,,,,,,,,,,,,20.14,
"2018/01/27 14:23:46.439",,,,,,15.94,,,,,,,,
"2018/01/27 14:24:06.432",,,,,,,16.36,,,,,,,
"2018/01/27 14:24:36.429",21.41,,,,,,,,,,,,,
"2018/01/27 14:25:06.421",,,,16.97,,,,,,,,,,
"2018/01/27 14:26:33.926",,,,,,,,16.33,,,,,,
"2018/01/27 14:27:21.429",,,,,,,,,,,,19.97,,
"2018/01/27 14:27:23.934",,,17.01,,,,,,,,,,,
"2018/01/27 14:28:03.924",,21.31,,,,,,,,,,,,
"2018/01/27 14:28:06.424",,,,,,,,,,22.28,,,,
"2018/01/27 14:28:08.928",,,,,,,,,22.31,,,,,
"2018/01/27 14:28:33.927",,,,,16.55,,,,,,,,,
"2018/01/27 14:29:06.429",,,,,,,,,,,20.62,,,
"2018/01/27 14:29:23.920",,,,,,16.45,,,,,,,,
"2018/01/27 14:29:38.947",,,,,,,,,,,,,20.67,
"2018/01/27 14:29:56.422",,,,,,,16.87,,,,,,,
"2018/01/27 14:30:06.422",21.92,,,,,,,,,,,,,
"2018/01/27 14:30:33.922",,,,17.48,,,,,,,,,,
"2018/01/27 14:32:11.427",,,,,,,,16.84,,,,,,
"2018/01/27 14:33:16.421",,,17.53,,,,,,,,,,,
"2018/01/27 14:34:21.424",,,,,,,,,,,,20.49,,
"2018/01/27 14:34:23.918",,,,,17.06,,,,,,,,,
"2018/01/27 14:35:03.919",,,,,,16.97,,,,,,,,
"2018/01/27 14:35:53.926",,,,,,,17.38,,,,,,,
"2018/01/27 14:37:11.421",,,,17.99,,,,,,,,,,
"2018/01/27 14:37:13.922",,,,,,,,,,,21.15,,,
"2018/01/27 14:38:08.931",,,,,,,,,,,,,21.19,
"2018/01/27 14:38:23.924",,,,,,,,17.36,,,,,,
"2018/01/27 14:41:46.425",21.41,,,,,,,,,,,,,
"2018/01/27 14:42:23.925",,,,,17.58,,,,,,,,,
"2018/01/27 14:42:29.004",,,18.04,,,,,,,,,,,
"2018/01/27 14:42:33.923",,,,,,,,,21.8,,,,,
"2018/01/27 14:42:43.928",,,,,,17.48,,,,,,,,
"2018/01/27 14:42:46.419",,,,,,,,,,21.76,,,,
"2018/01/27 14:44:38.932",,,,,,,17.89,,,,,,,
"2018/01/27 14:46:18.944",20.9,,,,,,,,,,,,,
"2018/01/27 14:47:31.430",,,,,,,,17.87,,,,,,
"2018/01/27 14:47:53.922",,,,,,,,,,21.23,,,,
"2018/01/27 14:48:23.919",,20.8,,,,,,,,,,,,
"2018/01/27 14:48:43.930",,,,,,,,,21.28,,,,,
"2018/01/27 14:53:46.435",20.38,,,,,,,,,,,,,
"2018/01/27 14:56:31.432",,,,,,,,,,20.71,,,,
"2018/01/27 14:56:33.923",,,,,18.09,,,,,,,,,
"2018/01/27 14:56:38.931",,,,,,17.99,,,,,,,,
"2018/01/27 14:57:51.431",,20.29,,,,,,,,,,,,
"2018/01/27 14:58:26.429",,,,,,,,,20.77,,,,,
"2018/01/27 14:58:36.431",,,,,,,18.4,,,,,,,
"2018/01/27 15:01:33.928",,,,,,,,18.38,,,,,,
"2018/01/27 15:04:13.934",,,,,,,,,,,20.64,,,
"2018/01/27 15:05:06.430",19.87,,,,,,,,,,,,,
"2018/01/27 15:05:13.937",,,,,,,,,20.25,,,,,
"2018/01/27 15:05:31.432",,,,,,,,,,,,,20.67,
"2018/01/27 15:06:11.424",,,,,,,,,,20.18,,,,
"2018/01/27 15:06:31.426",,19.77,,,,,,,,,,,,
"2018/01/27 15:08:16.425",,,,,,,,,19.73,,,,,
"2018/01/27 15:08:21.431",19.35,,,,,,,,,,,,,
"2018/01/27 15:09:33.930",,19.26,,,,,,,,,,,,
"2018/01/27 15:09:53.925",,,,,,,,,,19.66,,,,
"2018/01/27 15:09:56.435",,,,,,,,,,,20.12,,,
"2018/01/27 15:10:21.423",,,,,,,,,,,,,20.16,
"2018/01/27 15:10:36.433",,,,,,,,,,,,19.97,,
"2018/01/27 15:10:56.434",,,,,,,,,19.21,,,,,
"2018/01/27 15:10:59.033",18.84,,,,,,,,,,,,,
"2018/01/27 15:11:43.920",,,,,,,17.89,,,,,,,
"2018/01/27 15:11:53.932",,,17.53,,,,,,,,,,,
"2018/01/27 15:12:16.432",,18.75,,,,,,,,,,,,
"2018/01/27 15:12:41.426",,,,,,,,,,19.14,,,,
"2018/01/27 15:12:46.433",,,,,17.58,,,,,,,,,
"2018/01/27 15:13:26.425",18.33,,,,,,,,,,,,,
"2018/01/27 15:13:31.432",,,,,,,,,18.68,,,,,
"2018/01/27 15:13:33.927",,,,,,,,,,,19.6,,,
"2018/01/27 15:13:53.926",,,,,,,,,,,,,19.64,
"2018/01/27 15:14:36.428",,18.23,,,,,,,,,,,,
"2018/01/27 15:14:38.935",,,,,,,,,,,,19.45,,
"2018/01/27 15:15:16.429",,,17.01,,,,,,,,,,,
"2018/01/27 15:15:21.428",,,,,,,,,,18.62,,,,
"2018/01/27 15:15:33.930",,,,,,,17.38,,,,,,,
"2018/01/27 15:15:43.936",17.82,,,,,,,,,,,,,
"2018/01/27 15:15:53.938",,,,,,,,,18.16,,,,,
"2018/01/27 15:16:23.928",,,,,,,,17.87,,,,,,
"2018/01/27 15:16:51.438",,,,,17.06,,,,,,19.08,,,
"2018/01/27 15:16:56.430",,17.72,,,,,,,,,,,,
"2018/01/27 15:17:08.938",,,,,,,,,,,,,19.12,
"2018/01/27 15:17:31.436",,,,17.48,,,,,,,,,,
"2018/01/27 15:17:41.428",,,,,,17.48,,,,,,,,
"2018/01/27 15:17:51.432",,,,,,,,,,18.09,,,,
"2018/01/27 15:17:53.933",17.31,,,,,,,,,,,,,
"2018/01/27 15:17:56.436",,,,,,,,,,,,18.93,,
"2018/01/27 15:18:11.431",,,16.5,,,,,,,,,,,
"2018/01/27 15:18:18.939",,,,,,,,,17.63,,,,,
"2018/01/27 15:18:46.425",,,,,,,16.87,,,,,,,
"2018/01/27 15:19:11.428",,17.21,,,,,,,,,,,,
"2018/01/27 15:19:46.429",,,,,,,,,,,18.55,,,
"2018/01/27 15:19:59.013",16.8,,,,,,,,,,,,,
"2018/01/27 15:20:08.936",,,,,,,,,,,,,18.6,
"2018/01/27 15:20:16.435",,,,,,,,,,17.57,,,,
"2018/01/27 15:20:18.934",,,,,16.55,,,,,,,,,
"2018/01/27 15:20:36.431",,,,,,,,,17.11,,,,,
"2018/01/27 15:20:48.938",,,,,,,,17.36,,,,,,
"2018/01/27 15:20:53.934",,,,,,,,,,,,18.42,,
"2018/01/27 15:21:08.930",,,15.99,,,,,,,,,,,
"2018/01/27 15:21:18.937",,,,16.97,,,,,,,,,,
"2018/01/27 15:21:23.928",,16.7,,,,,,,,,,,,
"2018/01/27 15:21:36.422",,,,,,,16.36,,,,,,,
"2018/01/27 15:22:01.433",,,,,,16.97,,,,,,,,
"2018/01/27 15:22:16.424",16.28,,,,,,,,,,,,,
"2018/01/27 15:22:33.933",,,,,,,,,16.59,,,,,
"2018/01/27 15:22:41.436",,,,,,,,,,,18.03,,,
"2018/01/27 15:22:43.928",,,,,,,,,,17.05,,,,
"2018/01/27 15:23:03.929",,,,,,,,,,,,,18.09,
"2018/01/27 15:23:31.430",,16.18,,,16.04,,,,,,,,,
"2018/01/27 15:23:38.943",,,15.47,,,,,,,,,,,
"2018/01/27 15:24:01.429",,,,,,,,,,,,17.9,,
"2018/01/27 15:24:11.425",,,,,,,,16.84,,,,,,
"2018/01/27 15:24:16.429",15.77,,,,,,,,16.07,,,,,
"2018/01/27 15:24:23.922",,,,16.45,,,,,,,,,,
"2018/01/27 15:24:36.435",,,,,,,15.84,,,,,,,
"2018/01/27 15:24:53.937",,,,,,,,,,16.53,,,,
"2018/01/27 15:25:08.949",,,,,,,,,,,17.5,,,
"2018/01/27 15:25:29.012",,,,,,,,,,,,,17.57,
"2018/01/27 15:25:33.926",,15.67,,,,16.45,,,,,,,,
"2018/01/27 15:26:06.435",,,14.96,,,,,,,,,,,
"2018/01/27 15:26:09.009",,,,,,,,,15.54,,,,,
"2018/01/27 15:26:16.433",15.25,,,,,,,,,,,,,
"2018/01/27 15:26:26.431",,,,,15.52,,,,,,,,,
"2018/01/27 15:26:29.018",,,,,,,,,,,,17.39,,
"2018/01/27 15:27:08.933",,,,15.94,,,,,,16,,,,
"2018/01/27 15:27:16.431",,,,,,,,16.33,,,,,,
"2018/01/27 15:27:18.938",,,,,,,15.33,,,,,,,
"2018/01/27 15:27:31.432",,,,,,,,,,,16.98,,,
"2018/01/27 15:27:38.942",,15.15,,,,,,,,,,,,
"2018/01/27 15:27:56.429",,,,,,,,,,,,,17.05,
"2018/01/27 15:28:18.947",,,,,,,,,15.02,,,,,
"2018/01/27 15:28:21.431",14.74,,,,,,,,,,,,,
"2018/01/27 15:28:41.433",,,14.45,,,,,,,,,,,
"2018/01/27 15:28:46.432",,,,,,15.94,,,,,,,,
"2018/01/27 15:29:03.931",,,,,,,,,,,,16.87,,
"2018/01/27 15:29:16.434",,,,,15.01,,,,,,,,,
"2018/01/27 15:29:18.937",,,,,,,,,,15.48,,,,
"2018/01/27 15:29:46.430",,14.64,,,,,,,,,,,,
"2018/01/27 15:29:49.007",,,,,,,,,,,16.46,,,
"2018/01/27 15:29:53.932",,,,15.42,,,,,,,,,,
"2018/01/27 15:29:56.428",,,,,,,14.81,,,,,,,
"2018/01/27 15:30:08.937",,,,,,,,15.82,,,,,16.53,
"2018/01/27 15:30:38.940",14.23,,,,,,,,,,,,,
"2018/01/27 15:30:43.926",,,,,,,,,14.5,,,,,
"2018/01/27 15:31:16.426",,,13.93,,,,,,,,,,,
"2018/01/27 15:31:26.430",,,,,,,,,,,,16.35,,
