,TK_PLCS/FPIX/crate03/module04/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_03.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module04/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module05/channel_read_08.value.converted:_original.._value,
,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,Passive Box #2 Pt1k on Detector,
"2018/01/29 20:19:18.946",,,,,,,,,,,,11.71,,
"2018/01/29 20:19:21.440",,,,,9.89,,,,,,,,,
"2018/01/29 20:19:56.433",9.2,,,,,,,,,,,,,
"2018/01/29 20:20:33.942",,,,,,,,,,,11.23,,,
"2018/01/29 20:20:41.423",,,,,,,,,,9.73,,,,
"2018/01/29 20:21:01.433",,,,,,,9.69,,,,,,,
"2018/01/29 20:21:08.943",,,,,,10.3,,,,,,,,
"2018/01/29 20:21:36.432",,,,,,,,,,,,,11.3,
"2018/01/29 20:22:23.929",,,,9.79,,,,,,,,,,
"2018/01/29 20:23:13.934",,,,,,,,10.18,,,,,,
"2018/01/29 20:23:48.933",,9.01,,,,,,,,,,,,
"2018/01/29 20:23:51.432",,,,,9.38,,,,,,,,,
"2018/01/29 20:23:59.016",,,8.81,,,,,,,,,,,
"2018/01/29 20:24:33.942",,,,,,,,,9.27,,,,,
"2018/01/29 20:24:46.431",,,,,,,,,,,,11.19,,
"2018/01/29 20:25:06.433",8.69,,,,,,,,,,,,,
"2018/01/29 20:25:29.018",,,,,,9.79,,,,,,,,
"2018/01/29 20:25:46.429",,,,,,,,,,9.21,,,,
"2018/01/29 20:25:51.442",,,,,,,9.18,,,,,,,
"2018/01/29 20:26:29.016",,,,,,,,,,,10.71,,,
"2018/01/29 20:26:59.086",,,,9.28,,,,,,,,,,
"2018/01/29 20:27:38.946",,,,,,,,,,,,,10.77,
"2018/01/29 20:27:46.433",,,,,,,,9.67,,,,,,
"2018/01/29 20:28:51.433",,,,,8.86,,,,,,,,,
"2018/01/29 20:29:23.931",,8.5,,,,,,,,,,,,
"2018/01/29 20:29:33.932",,,8.3,,,,,,,,,,,
"2018/01/29 20:30:06.432",,,,,,9.28,,,,,,,,
"2018/01/29 20:30:41.429",,,,,,,,,8.75,,,,,
"2018/01/29 20:31:11.433",,,,,,,8.67,,,,,,,
"2018/01/29 20:31:13.925",8.18,,,,,,,,,,,,,
"2018/01/29 20:31:29.021",,,,,,,,,,,,10.66,,
"2018/01/29 20:31:43.934",,,,,,,,,,8.69,,,,
"2018/01/29 20:32:03.927",,,,8.77,,,,,,,,,,
"2018/01/29 20:32:48.940",,,,,,,,9.16,,,,,,
"2018/01/29 20:33:16.429",,,,,,,,,,,10.19,,,
"2018/01/29 20:34:21.426",,,,,8.35,,,,,,,,,
"2018/01/29 20:34:31.435",,,,,,,,,,,,,10.25,
"2018/01/29 20:35:16.431",,,,,,8.77,,,,,,,,
"2018/01/29 20:35:26.434",,,7.79,,,,,,,,,,,
"2018/01/29 20:35:51.440",,7.99,,,,,,,,,,,,
"2018/01/29 20:37:16.433",,,,,,,8.16,,,,,,,
"2018/01/29 20:37:38.942",,,,8.25,,,,,,,,,,
"2018/01/29 20:37:51.435",,,,,,,,,8.23,,,,,
"2018/01/29 20:38:06.435",7.67,,,,,,,,,,,,,
"2018/01/29 20:38:16.434",,,,,,,,8.64,,,,,,
"2018/01/29 20:38:36.426",,,,,,,,,,8.17,,,,
"2018/01/29 20:38:48.946",,,,,,,,,,,,10.14,,
"2018/01/29 20:40:31.425",,,,,7.84,,,,,,,,,
"2018/01/29 20:40:51.438",,,,,,8.25,,,,,,,,
"2018/01/29 20:41:23.938",,,,,,,,,,,9.66,,,
"2018/01/29 20:42:18.945",,,7.28,,,,,,,,,,,
"2018/01/29 20:42:23.923",,,,,,,,,,,,,9.73,
"2018/01/29 20:43:16.430",,7.47,,,,,,,,,,,,
"2018/01/29 20:43:59.015",,,,,,,7.64,,,,,,,
"2018/01/29 20:44:01.437",,,,7.74,,,,,,,,,,
"2018/01/29 20:44:33.928",,,,,,,,8.13,,,,,,
"2018/01/29 20:46:08.947",,,,,,,,,7.71,,,,,
"2018/01/29 20:46:29.013",7.16,,,,,,,,,,,,,
"2018/01/29 20:46:36.432",,,,,,,,,,7.64,,,,
"2018/01/29 20:47:06.432",,,,,,7.74,,,,,,,,
"2018/01/29 20:47:09.014",,,,,,,,,,,,9.62,,
"2018/01/29 20:47:18.928",,,,,7.33,,,,,,,,,
"2018/01/29 20:50:18.939",,,,,,,,,,,9.14,,,
"2018/01/29 20:50:38.952",,,6.77,,,,,,,,,,,
"2018/01/29 20:51:33.929",,,,7.23,,,,,,,,,,
"2018/01/29 20:51:36.430",,,,,,,,7.62,,,,,,
"2018/01/29 20:51:51.429",,,,,,,7.13,,,,,,,
"2018/01/29 20:52:03.932",,6.96,,,,,,,,,,,,
"2018/01/29 20:52:06.428",,,,,,,,,,,,,9.21,
"2018/01/29 20:54:18.938",,,,,,7.23,,,,,,,,
"2018/01/29 20:55:21.433",,,,,6.82,,,,,,,,,
"2018/01/29 20:55:56.432",6.65,,,,,,,,,,,,,
"2018/01/29 20:56:11.434",,,,,,,,,7.19,7.12,,,,
"2018/01/29 20:57:11.435",,,,,,,,,,,,9.1,,
"2018/01/29 20:59:33.936",,,,,,,,7.11,,,,,,
"2018/01/29 20:59:36.438",,,6.26,,,,,,,,,,,
"2018/01/29 20:59:51.427",,,,6.72,,,,,,,,,,
"2018/01/29 21:00:51.433",,,,,,,6.62,,,,,,,
"2018/01/29 21:01:33.932",,,,,,,,,,,8.62,,,
"2018/01/29 21:02:36.436",,6.45,,,,,,,,,,,,
"2018/01/29 21:02:38.945",,,,,,6.72,,,,,,,,
"2018/01/29 21:02:59.022",,,,,,,,,,,,,8.69,
"2018/01/29 21:04:26.430",,,,,6.3,,,,,,,,,
"2018/01/29 21:07:26.432",6.13,,,,,,,,,,,,,
"2018/01/29 21:07:33.938",,,,,,,,,,6.6,,,,
"2018/01/29 21:08:03.933",,,,,,,,,6.67,,,,,
"2018/01/29 21:08:46.436",,,,,,,,,,,,8.58,,
"2018/01/29 21:08:56.436",,,,,,,,6.6,,,,,,
"2018/01/29 21:09:46.434",,,,6.21,,,,,,,,,,
"2018/01/29 21:10:51.433",,,5.74,,,,,,,,,,,
"2018/01/29 21:11:43.931",,,,,,,6.11,,,,,,,
"2018/01/29 21:12:08.946",,,,,,6.21,,,,,,,,
"2018/01/29 21:15:08.950",,,,,,,,,,,8.1,,,
"2018/01/29 21:15:23.929",,5.94,,,5.79,,,,,,,,,
"2018/01/29 21:16:23.934",,,,,,,,,,,,,8.17,
"2018/01/29 21:20:23.939",,,,,,,,6.08,,,,,,
"2018/01/29 21:21:38.937",,,,5.69,,,,,,,,,,
"2018/01/29 21:21:43.937",,,,,,,,,,6.08,,,,
"2018/01/29 21:22:36.440",5.62,,,,,,,,,,,,,
"2018/01/29 21:22:38.940",,,,,,,,,6.15,,,,,
"2018/01/29 21:23:53.939",,,,,,5.69,,,,,,,,
"2018/01/29 21:23:56.427",,,,,,,,,,,,8.06,,
"2018/01/29 21:23:58.997",,,5.23,,,,,,,,,,,
"2018/01/29 21:25:13.937",,,,,,,5.6,,,,,,,
"2018/01/29 21:29:26.429",,,,,5.28,,,,,,,,,
"2018/01/29 21:32:08.943",,5.43,,,,,,,,,,,,
"2018/01/29 21:33:53.926",,,,,,,,,,,7.58,,,
"2018/01/29 21:34:38.945",,,,,,,,5.57,,,,,,
"2018/01/29 21:35:56.430",,,,,,,,,,,,,7.64,
"2018/01/29 21:36:43.928",,,,5.18,,,,,,,,,,
"2018/01/29 21:38:41.429",,,,,,5.18,,,,,,,,
"2018/01/29 21:41:46.427",,,,,,,,,,5.56,,,,
"2018/01/29 21:42:31.427",5.11,,4.72,,,,,,,,,,,
"2018/01/29 21:42:48.937",,,,,,,5.09,,,,,,,
"2018/01/29 21:43:36.429",,,,,,,,,5.62,,,,,
"2018/01/29 21:43:38.944",,,,,,,,,,,,7.56,,
"2018/01/29 21:47:41.434",,,,,4.77,,,,,,,,,
"2018/01/29 21:53:36.432",,,,,,,,5.06,,,,,,
"2018/01/29 21:55:29.014",,4.91,,,,,,,,,,,,
"2018/01/29 21:57:46.437",,,,4.67,,,,,,,,,,
"2018/01/29 21:58:13.938",,,,,,4.67,,,,,,,,
"2018/01/29 21:59:01.436",,,,,,,,,,,7.06,,,
"2018/01/29 22:01:48.941",,,,,,,,,,,,,7.12,
"2018/01/29 22:07:26.432",,,,,,,4.57,,,,,,,
"2018/01/29 22:08:38.944",,,4.21,,,,,,,,,,,
"2018/01/29 22:10:08.941",,,,,,,,,,5.04,,,,
"2018/01/29 22:11:36.432",4.6,,,,,,,,,,,,,
"2018/01/29 22:12:29.013",,,,,,,,,,,,7.04,,
"2018/01/29 22:13:41.426",,,,,4.26,,,,,,,,,
"2018/01/29 22:14:16.429",,,,,,,,,5.1,,,,,
"2018/01/29 22:21:51.434",,,,,,,,4.55,,,,,,
"2018/01/29 22:27:53.928",,,,,,4.16,,,,,,,,
"2018/01/29 22:29:16.437",,,,4.16,,,,,,,,,,
"2018/01/29 22:32:26.432",,4.4,,,,,,,,,,,,
"2018/01/29 22:41:18.938",,,,,,,,,,,6.54,,,
"2018/01/29 22:44:13.935",,,,,,,,,,,,,6.6,
"2018/01/29 22:50:06.434",,,,,,,4.06,,,,,,,
"2018/01/29 22:51:49.016",,,3.7,,,,,,,,,,,
"2018/01/29 22:58:36.433",,,,,3.75,,,,,,,,,
"2018/01/29 23:05:56.429",,,,,,,,,,4.52,,,,
"2018/01/29 23:06:08.931",,,,,,,,,,,,6.52,,
"2018/01/29 23:07:13.933",4.09,,,,,,,,,,,,,
"2018/01/29 23:11:01.437",,,,,,,,4.04,,,,,,
"2018/01/29 23:11:16.437",,,,,,,,,4.58,,,,,
"2018/01/29 23:22:06.429",,,,,,3.65,,,,,,,,
"2018/01/29 23:26:48.948",,,,3.65,,,,,,,,,,
"2018/01/29 23:50:11.434",,3.89,,,,,,,,,,,,
"2018/01/31 08:02:18.939",,,,,,,,,,,6.02,,,
"2018/01/31 08:36:56.421",,,,,,,,,,,,,6.08,
"2018/01/31 09:01:31.423",,,,,,,3.55,,,,,,,
"2018/01/31 09:19:51.433",,,3.19,,,,,,,,,,,
"2018/01/31 10:11:01.432",,,,,3.24,,,,,,,,,
"2018/01/31 10:47:08.942",,,,,,,,,,,,5.99,,
"2018/01/31 10:52:11.421",,,,,,,,3.53,,,,,,
"2018/01/31 10:56:56.430",,,,,,,,,,4,,,,
"2018/01/31 11:03:36.436",3.58,,,,,,,,,,,,,
"2018/01/31 11:21:13.938",,,,,,,,,4.06,,,,,
"2018/01/31 11:41:18.937",,,,,,3.14,,,,,,,,
"2018/01/31 17:13:21.424",,,,3.14,,,,,,,,,,
"2018/01/31 18:03:33.925",,,,,,,,,,,,,6.28,
"2018/01/31 18:03:51.432",,,,,,3.31,,,,,,,,
"2018/01/31 18:04:13.938",,,,,,,,,4.37,,,,,
"2018/01/31 18:04:26.430",,,,,,,,3.65,,,,,,
"2018/01/31 18:04:29.009",3.84,,,,,,,,,,,,,
"2018/01/31 18:04:41.425",,,,,,,,,,,,6.32,,
"2018/01/31 18:04:51.430",,3.84,3.29,,,,,,,,,,,
"2018/01/31 18:04:53.928",,,,,,,3.6,,,4.26,6.21,,,
"2018/01/31 18:04:56.433",,,,3.41,3.33,,,,,,,,,
"2018/01/31 18:06:28.740",,,3.33,3.43,,3.33,,,,,6.23,6.34,6.3,
"2018/01/31 18:06:31.214",,,,,,,,,4.39,,,,,
"2018/01/31 18:06:33.717",3.87,,,,,,3.62,,,,,,,
"2018/01/31 18:06:43.717",,3.87,,,,,,,,,,,,
"2018/01/31 18:06:51.206",,,,,,,,,,4.28,,,,
"2018/01/31 18:07:06.209",,,,,,,,3.67,,,,,,
"2018/01/31 18:07:13.712",,,,,3.36,,,,,,,,,
"2018/01/31 18:08:46.915",3.89,3.89,3.36,3.45,,3.36,3.65,,4.41,,6.25,6.36,6.32,
"2018/01/31 18:09:06.904",,,,,,,,,,4.3,,,,
"2018/01/31 18:09:16.985",,,,,,,,3.7,,,,,,
"2018/01/31 18:09:41.901",,,,,3.38,,,,,,,,,
"2018/01/31 18:51:59.394",,,,,,,4.16,,,,,,,
"2018/01/31 18:52:39.394",4.4,,,,,,,,,,,,,
"2018/01/31 18:53:26.895",,,3.87,3.96,,,,,,,,,,
"2018/01/31 18:53:29.394",,4.4,,,,,,,,,,,,
"2018/01/31 18:54:04.397",,,,,,,,4.21,,,,,,
"2018/01/31 18:54:24.396",,,,,,3.87,,,,,,,,
"2018/01/31 18:54:51.893",,,,,,,,,4.93,,,,,
"2018/01/31 18:55:31.897",,,,,,,,,,4.82,,,,
"2018/01/31 18:55:36.900",,,,,3.89,,,,,,,,,
"2018/01/31 19:01:19.390",,,,,,,,,,,6.78,,,
"2018/01/31 19:01:44.393",,,,,,,,,,,,,6.84,
"2018/01/31 19:02:21.895",,,,,,,,,,,,6.88,,
"2018/01/31 19:14:41.893",,,,,,,,,,5.34,,,,
"2018/01/31 19:19:24.388",4.91,,,,,,,,,,,,,
"2018/01/31 19:20:44.398",,4.91,,,,,,,,,,,,
"2018/01/31 19:21:26.903",,,,,,,,,5.45,,,,,
"2018/01/31 19:30:39.393",,,,4.48,,,,,,,,,,
"2018/01/31 19:37:09.389",,,,,,4.38,,,,,,,,
"2018/01/31 19:37:46.968",,,,,,,,4.72,,,,,,
"2018/01/31 19:40:39.392",,,4.38,,,,,,,,,,,
"2018/01/31 19:40:41.893",,,,,,,4.67,,,,,,,
"2018/01/31 19:44:01.902",,,,,4.4,,,,,,,,,
"2018/01/31 19:52:34.398",,,,,,,,,,5.86,,,,
"2018/01/31 22:02:46.980",,,,4.99,,,,,,,,,,
"2018/02/01 02:54:36.902",,,,4.48,,,,,,,,,,
"2018/02/01 04:52:09.392",,,,,,,,,,5.34,,,,
"2018/02/01 06:25:41.893",,,,,,,,,,,6.25,,,
"2018/02/01 06:26:51.901",,,,,,,,,,,,6.36,,
"2018/02/01 06:29:06.901",,,,,,,4.16,,,,,,,
"2018/02/01 06:30:34.395",,,3.87,,,,,,,,,,,
"2018/02/01 06:31:21.887",,,,,,,,,4.93,,,,,
"2018/02/01 06:32:06.897",,,,,,,,,,,,,6.32,
"2018/02/01 06:36:04.400",,,,,3.89,,,,,,,,,
"2018/02/01 06:40:51.896",4.4,,,,,,,,,,,,,
"2018/02/01 06:44:06.981",,4.4,,,,,,,,,,,,
"2018/02/01 06:47:24.400",,,,,,,,4.21,,,,,,
"2018/02/01 06:57:31.889",,,,3.96,,,,,,,,,,
"2018/02/01 07:01:39.398",,,,,,3.87,,,,,,,,
"2018/02/01 07:08:36.905",,,,,,,,,,4.82,,,,
"2018/02/01 12:11:06.914",,,,,,,,,,5.34,,,,
"2018/02/01 15:25:29.394",4.91,,,,,,,,,,,,,
"2018/02/01 15:26:39.395",,4.91,,,,,,,,,,,,
"2018/02/01 15:32:01.892",,,,,,,,,5.45,,,,,
"2018/02/01 15:33:39.401",,,,,,,,,,,6.78,,,
"2018/02/01 15:36:46.979",,,,4.48,,,,,,,,,,
"2018/02/01 15:42:54.395",,,,,,4.38,,,,,,,6.84,
"2018/02/01 15:52:09.396",,,,,,,,4.72,,,,,,
"2018/02/01 15:59:49.393",,,,,,,,,,,,6.88,,
"2018/02/01 16:11:11.895",,,,,4.4,,,,,,,,,
"2018/02/01 16:14:29.401",,,,,,,4.67,,,,,,,
"2018/02/01 16:15:16.971",,,4.38,,,,,,,,,,,
"2018/02/01 17:43:31.892",,,,,,,,,,5.86,,,,
"2018/02/01 18:53:19.396",5.43,,,,,,,,,,,,,
"2018/02/01 18:54:19.389",,5.43,,,,,,,,,,,,
"2018/02/01 18:56:01.892",,,,,,,,,,,7.3,,,
"2018/02/01 19:03:06.909",,,,4.99,,,,,,,,,,
"2018/02/02 02:08:24.388",4.91,,,,,,,,,,,,,
"2018/02/02 02:09:51.889",,4.91,,,,,,,,,,,,
"2018/02/02 02:13:41.892",,,,,,,,,,,6.78,,,
"2018/02/02 02:22:21.893",,,,4.48,,,,,,,,,,
"2018/02/02 02:48:56.896",,,,,,,,,,5.34,,,,
"2018/02/02 04:05:49.399",,,3.87,,,,,,,,,,,
"2018/02/02 04:07:06.910",,,,,,,4.16,,,,,,,
"2018/02/02 04:15:56.905",,,,,3.89,,,,,,,,,
"2018/02/02 11:53:01.899",,,,,,,,,,,,6.36,,
"2018/02/02 11:56:26.913",,,,,,,,4.21,,,,,,
"2018/02/02 11:57:26.911",,,,,,,,,4.93,,,,,
"2018/02/02 11:58:34.398",,,,,,,,,,,,,6.32,
"2018/02/02 12:12:49.403",,4.4,,,,,,,,,,,,
"2018/02/02 12:15:44.395",4.4,,,,,,,,,,,,,
"2018/02/02 12:30:59.403",,,,,,3.87,,,,,,,,
"2018/02/02 12:32:24.400",,,,,,,,,,,6.25,,,
"2018/02/02 12:36:44.399",,,,3.96,,,,,,,,,,
"2018/02/02 14:56:36.910",,,,,,,,,,,6.78,,,
"2018/02/02 14:56:51.893",4.91,,,,,,,,,,,,,
"2018/02/02 14:58:54.398",,4.91,,,,,,,,,,,,
"2018/02/02 15:03:19.398",,,,4.48,,,,,,,,,,
"2018/02/02 15:10:41.901",,,,,,,,,5.45,,,,,
"2018/02/02 15:14:11.892",,,,,,4.38,,,,,,,,
"2018/02/02 15:16:29.390",,,,,,,,,,,,,6.84,
"2018/02/02 15:22:56.912",,,,,,,,,,,,6.88,,
"2018/02/02 15:23:39.402",,,,,,,,4.72,,,,,,
"2018/02/02 15:49:44.397",,,,,4.4,,,,,,,,,
"2018/02/02 15:54:36.908",,,,,,,4.67,,,,,,,
"2018/02/02 15:55:59.397",,,4.38,,,,,,,,,,,
"2018/02/02 18:59:51.891",,,,,,,,,,5.86,,,,
"2018/02/02 23:00:39.395",,,,,,,,,,,7.3,,,
"2018/02/02 23:17:01.896",,,,4.99,,,,,,,,,,
"2018/02/02 23:26:34.388",5.43,,,,,,,,,,,,,
"2018/02/02 23:30:09.390",,5.43,,,,,,,,,,,,
"2018/02/02 23:39:06.897",,,,,,4.89,,,,,,,,
"2018/02/03 04:20:59.393",,,,,,,,,5.97,,,,,
"2018/02/03 04:37:04.392",,,,,,,,5.23,,,,,,
"2018/02/03 16:57:01.901",,,,,,,,,,,,,7.36,
"2018/02/03 17:23:11.900",,,,,,,,,,,,7.41,,
"2018/02/03 17:43:04.403",,,,,4.91,,,,,,,,,
"2018/02/04 08:11:59.404",,,,,,,,,,,,6.88,,
"2018/02/04 08:32:44.393",,,,,,,,,,,,,6.84,
"2018/02/04 11:00:09.390",,,,,,,,,5.45,,,,,
"2018/02/04 11:11:44.395",,,,,4.4,,,,,,,,,
"2018/02/04 11:20:59.396",,4.96,,,,,,,,,,,,
"2018/02/04 11:22:29.391",,,,,,4.5,,,,,,,,
"2018/02/04 11:23:41.897",,,,,,,,4.72,,,,,,
"2018/02/04 11:23:44.400",,,,,,,,4.74,,,,,,
"2018/02/04 11:24:26.900",4.94,,,,,,,,,,,,,
"2018/02/04 11:24:34.396",,,,,4.38,,,,,,,,,
"2018/02/04 11:24:39.399",,,4.31,,,,,,,,,,,
"2018/02/04 11:24:46.985",,,,,,,4.57,,,,,,,
"2018/02/04 11:24:51.899",,,,4.57,,,,,,,,,,
"2018/02/04 11:24:56.908",,,,,,,,,,5.56,,,,
"2018/02/04 11:25:06.906",,,,,,,,,,,6.8,,,
"2018/02/04 11:25:09.391",,,,,,,,,,,,6.75,6.75,
"2018/02/04 13:17:34.155",9.5,9.4,8.5,8.4,8.52,8.3,8.79,8.6,9.93,9.88,11.41,11.15,11.28,
"2018/02/04 13:29:29.134",,,,,,,,9.11,,,,,,
"2018/02/04 13:30:06.631",,,,,,,9.3,,,,,,,
"2018/02/04 13:30:11.632",,,9.01,,,,,,,,,,,
"2018/02/04 13:30:31.634",,,,,,8.81,,,,,,,11.8,
"2018/02/04 13:30:34.219",,,,,9.03,,,,,,,,,
"2018/02/04 13:30:39.142",,,,8.91,,,,,,,,,,
"2018/02/04 13:30:46.632",,,,,,,,,,,,11.67,,
"2018/02/04 13:30:49.131",10.01,,,,,,,,,,,,,
"2018/02/04 13:30:54.137",,,,,,,,,,10.4,,,,
"2018/02/04 13:30:59.134",,,,,,,,,10.45,,,,,
"2018/02/04 13:31:09.135",,,,,,,,,,,11.93,,,
"2018/02/04 13:31:16.638",,9.91,,,,,,,,,,,,
"2018/02/04 13:43:06.634",,,,,,,,,9.93,,,,,
"2018/02/04 13:44:19.136",,,,,,,,,,9.88,,,,
"2018/02/04 13:45:29.138",9.5,,,,,,,,,,,,,
"2018/02/04 13:45:54.144",,9.4,,,,,,,,,,,,
"2018/02/04 13:46:54.212",,,,,,,,,,,11.41,,,
"2018/02/04 13:47:06.635",,,,,,,,,,,,,11.28,
"2018/02/04 13:48:06.643",,,,,,,,,,,,11.15,,
"2018/02/04 13:48:16.630",,,8.5,,,,,,,,,,,
"2018/02/04 13:48:26.626",,,,,,,,,9.4,,,,,
"2018/02/04 13:49:01.634",,,,,,,8.79,,,,,,,
"2018/02/04 13:50:36.637",8.99,,,,,,,,,9.36,,,,
"2018/02/04 13:50:49.139",,,,,8.52,,,,,,,,,
"2018/02/04 13:51:39.132",,8.89,,,,,,,,,,,,
"2018/02/04 13:52:39.141",,,,,,,,,,,,,10.77,
"2018/02/04 13:52:44.141",,,,,,,,,,,10.88,,,
"2018/02/04 13:52:54.143",,,,,,,,,8.88,,,,,
"2018/02/04 13:53:51.634",,,,,,,,,,,,10.64,,
"2018/02/04 13:54:26.634",,,7.99,,,,,,,,,,,
"2018/02/04 13:55:01.638",,,,,,,8.28,,,,,,,
"2018/02/04 13:55:06.632",8.47,,,,,,,,,,,,,
"2018/02/04 13:56:26.638",,8.38,,,,,,,,,,,,
"2018/02/04 13:56:39.131",,,,,,,,,,8.84,,,,
"2018/02/04 13:57:14.141",,,,8.4,,,,,,,,,,
"2018/02/04 13:57:16.629",,,,,8.01,,,,,,,,,
"2018/02/04 13:57:44.151",,,,,,,,,,,10.36,,,
"2018/02/04 13:57:54.212",,,,,,,,,,,,,10.25,
"2018/02/04 13:58:04.220",,,,,,,,8.6,,,,,,
"2018/02/04 13:58:31.631",,,,,,,,,8.36,,,,,
"2018/02/04 13:59:06.632",,,,,,8.3,,,,,,,,
"2018/02/04 13:59:21.630",,,,,,,,,,,,10.12,,
"2018/02/04 13:59:26.633",7.96,,,,,,,,,,,,,
"2018/02/04 14:00:06.625",,,7.47,,,,,,,,,,,
"2018/02/04 14:00:39.128",,,,,,,7.77,,,,,,,
"2018/02/04 14:01:01.629",,7.86,,,,,,,,,,,,
"2018/02/04 14:02:14.143",,,,,,,,,,8.32,,,,
"2018/02/04 14:02:54.149",,,,,,,,,,,9.84,,,
"2018/02/04 14:03:09.128",,,,,,,,,,,,,9.73,
"2018/02/04 14:03:21.629",,,,,7.5,,,,,,,,,
"2018/02/04 14:03:39.138",,,,,,,,,7.84,,,,,
"2018/02/04 14:03:51.631",,,,7.89,,,,,,,,,,
"2018/02/04 14:04:14.150",7.45,,,,,,,,,,,,,
"2018/02/04 14:04:54.145",,,,,,,,8.08,,,,,,
"2018/02/04 14:05:01.637",,,,,,,,,,,,9.6,,
"2018/02/04 14:05:54.140",,,6.96,,,,,,,,,,,
"2018/02/04 14:05:59.140",,7.35,,,,,,,,,,,,
"2018/02/04 14:06:06.633",,,,,,7.79,,,,,,,,
"2018/02/04 14:06:41.636",,,,,,,7.25,,,,,,,
"2018/02/04 14:08:11.638",,,,,,,,,,7.8,,,,
"2018/02/04 14:08:14.141",,,,,,,,,,,9.32,,,
"2018/02/04 14:08:51.629",,,,,,,,,,,,,9.21,
"2018/02/04 14:09:24.143",6.94,,,,,,,,,,,,,
"2018/02/04 14:09:26.639",,,,,,,,,7.32,,,,,
"2018/02/04 14:09:44.144",,,,,6.99,,,,,,,,,
"2018/02/04 14:10:21.625",,,,7.38,,,,,,,,,,
"2018/02/04 14:10:59.126",,,,,,,,,,,,9.08,,
"2018/02/04 14:11:11.629",,,,,,,,7.57,,,,,,
"2018/02/04 14:11:31.643",,6.84,,,,,,,,,,,,
"2018/02/04 14:12:26.628",,,6.45,,,,,,,,,,,
"2018/02/04 14:12:51.630",,,,,,7.28,,,,,,,,
"2018/02/04 14:13:06.630",,,,,,,6.74,,,,,,,
"2018/02/04 14:14:14.146",,,,,,,,,,,8.8,,,
"2018/02/04 14:14:29.127",,,,,,,,,,7.28,,,,
"2018/02/04 14:15:04.212",,,,,,,,,,,,,8.69,
"2018/02/04 14:15:21.629",6.43,,,,,,,,,,,,,
"2018/02/04 14:15:41.630",,,,,,,,,6.8,,,,,
"2018/02/04 14:16:34.217",,,,,6.47,,,,,,,,,
"2018/02/04 14:17:21.627",,,,6.86,,,,,,,,,,
"2018/02/04 14:17:39.126",,6.33,,,,,,,,,,,,
"2018/02/04 14:17:41.628",,,,,,,,,,,,8.56,,
"2018/02/04 14:18:16.628",,,,,,,,7.06,,,,,,
"2018/02/04 14:19:41.629",,,5.94,,,,,,,,,,,
"2018/02/04 14:19:46.626",,,,,,6.77,,,,,,,,
"2018/02/04 14:20:24.135",,,,,,,6.23,,,,,,,
"2018/02/04 14:21:19.132",,,,,,,,,,,8.27,,,
"2018/02/04 14:21:24.135",,,,,,,,,,6.75,,,,
"2018/02/04 14:22:29.133",,,,,,,,,,,,,8.17,
"2018/02/04 14:22:51.634",5.91,,,,,,,,,,,,,
"2018/02/04 14:24:19.134",,,,,5.96,,,,,,,,,
"2018/02/04 14:24:31.636",,,,,,,,,6.28,,,,,
"2018/02/04 14:24:34.224",,,,6.35,,,,,,,,,,
"2018/02/04 14:25:29.130",,,,,,,,,,,,8.04,,
"2018/02/04 14:25:44.144",,,,,,,,6.55,,,,,,
"2018/02/04 14:25:51.636",,5.82,,,,,,,,,,,,
"2018/02/04 14:27:24.151",,,,,,6.26,,,,,,,,
"2018/02/04 14:28:14.144",,,5.43,,,,,,,,,,,
"2018/02/04 14:28:49.143",,,,,,,5.72,,,,,,,
"2018/02/04 14:29:31.638",,,,,,,,,,,7.75,,,
"2018/02/04 14:30:26.639",,,,,,,,,,6.23,,,,
"2018/02/04 14:30:56.629",,,,,,,,,,,,,7.64,
"2018/02/04 14:32:24.151",5.4,,,,,,,,,,,,,
"2018/02/04 14:32:51.628",,,,5.84,,,,,,,,,,
"2018/02/04 14:33:06.639",,,,,5.45,,,,,,,,,
"2018/02/04 14:33:29.130",,,,,,,,,5.76,,,,,
"2018/02/04 14:33:59.129",,,,,,,,6.04,,,,,,
