,TK_PLCS/FPIX/crate03/module06/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_08.value.converted:_original.._value,
,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,
"2018/01/22 12:08:03.370",21.78,,,,,22.48,,,,,,
"2018/01/22 12:11:00.871",,,,,,,,,21.78,,,
"2018/01/22 12:11:25.876",,23.54,,,,,,,,,,
"2018/01/22 12:18:28.435",,,21.85,,,,,,,,,
"2018/01/22 12:30:33.370",,,,,,21.97,,,,,,
"2018/01/22 12:31:10.863",,,,,,,21.83,,,,,
"2018/01/22 13:52:13.372",,,,,,,,,21.27,,,
"2018/01/22 14:13:20.876",,,,,,,21.31,,,,,
"2018/01/22 14:15:25.874",,,,,,21.46,,,,,,
"2018/01/22 15:14:15.873",,23.02,,,,,,,,,,
"2018/01/22 18:59:33.371",,,,,,,,,,22.41,,
"2018/01/22 20:20:35.870",,,,,21.97,,,,,,,
"2018/01/22 20:49:05.876",,,,21.92,,,,,,,,
"2018/01/22 23:08:05.863",,,,,,,,22.97,,,,
"2018/01/22 23:58:33.374",,,,,,21.97,,,,,,
"2018/01/22 23:59:53.372",,,,,,,21.83,,,,,
"2018/01/23 00:05:58.375",,,,,,,,,,,21.7,
"2018/01/23 00:13:10.861",,,,,,,,,21.78,,,
"2018/01/23 01:28:58.379",,23.54,,,,,,,,,,
"2018/01/23 02:16:13.367",,,,,,,,,,22.92,,
"2018/01/23 02:52:20.874",,,,,,,,23.49,,,,
"2018/01/23 03:04:15.873",,,,,22.48,,,,,,,
"2018/01/23 03:06:05.874",,,22.36,,,,,,,,,
"2018/01/23 03:13:30.864",22.29,,,,,,,,,,,
"2018/01/23 03:14:05.866",,,,22.44,,,,,,,,
"2018/01/23 03:15:55.872",,,,,,22.48,22.34,,,,,
"2018/01/23 03:18:55.878",,,,,,,,,,,22.22,
"2018/01/23 03:21:30.870",,,,,,,,,22.29,,,
"2018/01/23 04:12:48.455",,24.05,,,,,,,,,,
"2018/01/23 05:13:53.375",,,,,,,,22.97,,,,
"2018/01/23 07:16:40.864",,,,,,,,23.49,,,,
"2018/01/23 09:23:40.876",,,,,,,,,,23.44,,
"2018/01/23 09:26:20.861",,,,,,,,,22.8,,,
"2018/01/23 09:26:58.375",,,,,,,,,,,22.73,
"2018/01/23 09:27:15.870",,,,,,,22.85,,,,,
"2018/01/23 09:27:30.871",,,,,,23,,,,,,
"2018/01/23 09:31:08.367",,,,,,,,24,,,,
"2018/01/23 09:40:08.380",,,,,,,,,,23.96,,
"2018/01/23 09:48:35.870",,,,,,,23.37,,,,,
"2018/01/23 09:49:05.868",,,,,,23.51,,,,,,
"2018/01/23 09:49:40.875",22.8,,,,,,,,,,,
"2018/01/23 09:53:05.869",,,,,,,,,,,23.24,
"2018/01/23 09:53:08.379",,,,,,,,,23.32,,,
"2018/01/23 09:53:53.363",,,22.88,,,,,,,,,
"2018/01/23 09:55:58.370",,,,,23,,,,,,,
"2018/01/23 09:57:03.368",,,,22.95,,,,,,,,
"2018/01/23 09:57:45.857",,,,,,,,24.52,,,,
"2018/01/23 10:02:18.443",,24.57,,,,,,,,,,
"2018/01/23 10:06:15.873",23.32,,,,,,,,,,,
"2018/01/23 10:18:05.870",,,23.39,,,,,,,,,
"2018/01/23 10:22:43.362",,,,,23.51,,,,,,,
"2018/01/23 10:24:03.365",,,,23.46,,,,,,,,
"2018/01/23 10:42:40.870",,,,,,,,,22.8,,,
"2018/01/23 10:43:53.367",,,,,,,,24,,,,
"2018/01/23 10:44:03.362",,,,,,,22.85,,,,,
"2018/01/23 10:44:25.863",,,,,,,,,,,22.73,
"2018/01/23 10:45:40.863",,,,,,23,,,,,,
"2018/01/23 10:48:55.872",,,,,,,,,,23.44,,
"2018/01/23 10:49:43.366",,,,,,,,,22.29,,,
"2018/01/23 10:51:10.866",,,,,,,22.34,,,,,
"2018/01/23 10:52:28.379",,,,,,,,,,,22.22,
"2018/01/23 10:53:08.379",,,,,,22.48,,,,,,
"2018/01/23 10:53:58.377",,,,,,,,23.49,,,,
"2018/01/23 10:58:00.864",,,,,,,,,,22.92,,
"2018/01/23 10:58:08.372",22.8,,,,,,,,,,,
"2018/01/23 10:59:58.378",,,,,,,,,21.78,,,
"2018/01/23 11:00:15.873",,,,,,,21.83,,,,,
"2018/01/23 11:03:08.369",,,,,,21.97,,,,,,
"2018/01/23 11:03:15.869",,,,,,,,,,,21.7,
"2018/01/23 11:05:23.365",,,,,,,,22.97,,,,
"2018/01/23 11:09:25.871",,,,22.95,,,,,,,,
"2018/01/23 11:11:30.874",,,22.88,,,,,,,,,
"2018/01/23 11:11:40.876",,,,,,,,,,22.41,,
"2018/01/23 11:12:25.865",22.29,,,,,,,,,,,
"2018/01/23 11:14:50.872",,,,,23,,,,,,,
"2018/01/23 11:17:35.876",,,,,,,,,21.27,,,
"2018/01/23 11:18:20.873",,24.05,,,,,,,,,,
"2018/01/23 11:18:43.367",,,,,,,21.31,,,,,
"2018/01/23 11:21:55.865",,,,,,21.46,,,,,,
"2018/01/23 11:22:30.872",,,,,,,,,,,21.19,
"2018/01/23 11:26:35.868",,,,22.44,,,,,,,,
"2018/01/23 11:28:28.377",,,,,,,,22.46,,,,
"2018/01/23 11:29:05.875",,,22.36,,,,,,,,,
"2018/01/23 11:32:00.869",,,,,22.48,,,,,,,
"2018/01/23 11:33:55.867",,23.54,,,,,,,,,,
"2018/01/23 11:48:40.865",,,,,,,21.83,,,,,
"2018/01/23 11:50:40.861",,,,,,,,22.97,,,,
"2018/01/23 11:50:55.863",,,,,,21.97,,,,,,
"2018/01/23 11:52:13.373",,,,,,,,,21.78,,,
"2018/01/23 11:52:55.872",,,,,,,,,,,21.7,
"2018/01/23 11:58:45.869",,,,,,,22.34,,,,,
"2018/01/23 12:02:00.869",,,,,,22.48,,,,,,
"2018/01/23 12:03:15.871",,,,,,,,,,22.92,,
"2018/01/23 12:03:30.868",,,,,,,,23.49,,,,
"2018/01/23 12:05:35.874",,,,,,,,,22.29,,,
"2018/01/23 12:07:18.458",,,,,,,,,,,22.22,
"2018/01/23 12:15:15.865",,,,,,,22.85,,,,,
"2018/01/23 12:18:03.363",,,,,,23,,,,,,
"2018/01/23 12:20:20.875",,,,,,,,,,23.44,,
"2018/01/23 12:20:50.865",,,,,,,,24,,,,
"2018/01/23 12:24:13.363",,,,,,,,,22.8,,,
"2018/01/23 12:26:10.866",,,,,,,,,,,22.73,
"2018/01/23 12:31:30.865",22.8,,,,,,,,,,,
"2018/01/23 12:31:55.871",,24.05,,,,,,,,,,
"2018/01/23 12:34:40.864",,,,,,,23.37,,,,,
"2018/01/23 12:39:43.377",,,,,,23.51,,,,,,
"2018/01/23 12:45:15.877",,,,,,,,,,23.96,,
"2018/01/23 12:45:30.867",,,22.88,,,,,,,,,
"2018/01/23 12:46:58.451",,,,,,,,24.52,,,,
"2018/01/23 12:49:53.364",,,,22.95,,,,,,,,
"2018/01/23 12:50:03.358",,,,,23,,,,,,,
"2018/01/23 12:53:33.368",,,,,,,,,23.32,,,
"2018/01/23 12:55:40.873",,,,,,,,,,,23.24,
"2018/01/23 13:00:40.875",23.32,,,,,,,,,,,
"2018/01/23 13:05:20.877",,24.57,,,,,,,,,,
"2018/01/23 13:18:43.363",,,23.39,,,,,,,,,
"2018/01/23 13:20:58.374",,,,,,,,,22.8,,,
"2018/01/23 13:21:35.864",,,,,,,22.85,,,,,
"2018/01/23 13:22:35.867",,,,,,,,,,,22.73,
"2018/01/23 13:23:13.376",,,,,,23,,,,,,
"2018/01/23 13:24:08.379",,,,,,,,24,,,,
"2018/01/23 13:26:45.863",,,,,,,,,,23.44,,
"2018/01/23 13:27:33.372",,,,,,,,,22.29,,,
"2018/01/23 13:27:35.864",,,,,,,22.34,,,,,
"2018/01/23 13:29:40.875",,,,,,,,,,,22.22,
"2018/01/23 13:30:03.363",,,,,,22.48,,,,,,
"2018/01/23 13:30:53.367",22.8,,,,,,,,,,,
"2018/01/23 13:31:23.368",,,,,,,,23.49,,,,
"2018/01/23 13:35:05.868",,,,,,,,,,22.92,,
"2018/01/23 13:36:48.454",,,,,,,,,21.78,,,
"2018/01/23 13:39:58.373",,,,,,,,,,,21.7,
"2018/01/23 13:40:15.866",,,,,,,21.83,,,,,
"2018/01/23 13:41:15.860",,,,,,21.97,,,,,,
"2018/01/23 13:41:48.460",,,,,,,,22.97,,,,
"2018/01/23 13:43:25.870",,,22.88,,,,,,,,,
"2018/01/23 13:45:48.452",,24.05,,,,,,,,,,
"2018/01/23 13:46:00.872",,,,,,,,,,22.41,,
"2018/01/23 13:53:45.861",22.29,,,,,,,,,,,
"2018/01/23 14:01:23.369",,,,22.44,,,,,,,,
"2018/01/23 14:04:05.865",,,22.36,,,,,,,,,
"2018/01/23 14:06:13.362",,,,,22.48,,,,,,,
"2018/01/23 14:07:58.382",,23.54,,,,,,,,,,
"2018/01/23 14:42:48.443",,,,21.92,,,,,,,,
"2018/01/23 14:43:18.450",21.78,,,,,,,,,,,
"2018/01/23 14:50:20.859",,,21.85,,,,,,,,,
"2018/01/23 14:52:48.450",,,,,21.97,,,,,,,
"2018/01/23 14:55:20.863",,23.02,,,,,,,,,,
"2018/01/23 17:11:43.366",,,,,,,,,21.27,,,
"2018/01/23 17:14:33.362",,,,,,,,,,,21.19,
"2018/01/23 17:26:30.871",,,,,,,21.31,,,,,
"2018/01/23 17:27:13.364",,,,,,21.46,,,,,,
"2018/01/23 17:42:33.367",,22.51,,,,,,,,,,
"2018/01/23 19:11:20.871",,,,,,,,,,,21.7,
"2018/01/23 19:13:53.365",,,,,,,21.83,,,,,
"2018/01/23 19:14:10.872",,,,,,21.97,,,,,,
"2018/01/23 19:14:43.380",,,,,,,,,21.78,,,
"2018/01/23 19:49:18.446",,23.02,,,,,,,,,,
"2018/01/23 20:06:10.867",,,,,,,,,,22.92,,
"2018/01/23 20:20:05.872",,,,,,,,23.49,,,,
"2018/01/23 20:38:58.384",,,,,,,,,,,22.22,
"2018/01/23 20:42:45.871",,,,,,,22.34,,,,,
"2018/01/23 20:43:15.871",,,,,,,,,22.29,,,
"2018/01/23 20:43:25.868",,,,,,22.48,,,,,,
"2018/01/23 20:44:55.869",,,,,22.48,,,,,,,
"2018/01/23 20:50:20.859",,,,22.44,,,,,,,,
"2018/01/23 20:51:00.870",,,22.36,,,,,,,,,
"2018/01/23 20:52:48.520",22.29,,,,,,,,,,,
"2018/01/23 21:34:43.370",,23.54,,,,,,,,,,
"2018/01/23 22:35:13.378",,,,,,,,,,23.44,,
"2018/01/23 23:17:53.361",,,,,,,,24,,,,
"2018/01/23 23:33:55.869",,,,,,,,,22.7,,,
"2018/01/23 23:35:53.366",,,,,,,,,,23.54,,
"2018/01/23 23:35:55.869",,,,,,,,,,,22.66,
"2018/01/23 23:37:13.362",,,,,,22.92,,,,,,
"2018/01/23 23:37:48.526",,,,,,,22.78,,,,,
"2018/01/23 23:40:03.369",,,,,22.97,,,,,,,
"2018/01/23 23:40:40.871",,,,,,,,24.03,,,,
"2018/01/23 23:41:00.870",,,,22.88,,,,,,,,
"2018/01/23 23:41:05.866",22.73,,22.83,,,,,,,,,
"2018/01/23 23:41:08.378",,23.81,,,,,,,,,,
"2018/01/24 16:08:58.954",21.78,22.85,21.85,21.92,22.02,21.97,21.83,23.07,21.78,22.58,21.73,
"2018/01/24 18:33:43.935",,,,,,,,23.59,,,,
"2018/01/24 18:35:36.433",,,22.36,,,,,,,,,
"2018/01/24 18:36:11.433",,,,,,22.48,22.34,,,,,
"2018/01/24 18:36:33.936",,,,,,,,,,23.1,,
"2018/01/24 18:37:29.087",,,,,,,,,22.29,,,
"2018/01/24 18:37:36.429",,,,,,,,,,,22.24,
"2018/01/24 18:39:48.945",22.29,,,,,,,,,,,
"2018/01/24 18:39:59.007",,,,22.44,,,,,,,,
"2018/01/24 18:43:48.945",,23.37,,,,,,,,,,
"2018/01/24 18:44:59.011",,,,,22.53,,,,,,,
"2018/01/25 14:22:56.435",,,22.88,,,,,,,,,
"2018/01/25 14:26:59.010",,,,22.95,,,,,,,,
"2018/01/25 14:30:33.936",,,,,23.05,,,,,,,
"2018/01/25 14:31:13.938",22.8,,,,,,,,,,,
"2018/01/25 14:40:38.929",,,,,,23,,,,,,
"2018/01/25 14:40:41.422",,,,,,,,24.1,,,,
"2018/01/25 14:41:13.931",,,,,,,22.85,,,,,
"2018/01/25 14:47:46.435",,,,,,,,,,23.61,,
"2018/01/25 14:50:16.429",,,,,,,,,22.8,,,
"2018/01/25 14:51:51.429",,,,,,,,,,,22.75,
"2018/01/25 15:08:23.935",,23.88,,,,,,,,,,
"2018/01/25 15:29:23.935",,,,,,,22.34,,,,,
"2018/01/25 15:29:48.936",,,,,,,,,22.29,,,
"2018/01/25 15:31:01.422",,,,,,,,,,,22.24,
"2018/01/25 15:31:21.432",,,,,,22.48,,,,,,
"2018/01/25 15:32:41.434",,,,,,,,23.59,,,,
"2018/01/25 15:33:29.005",,,,,,,,,,23.1,,
"2018/01/25 16:09:08.943",22.29,,,22.44,,,,,,,,
"2018/01/25 16:12:38.942",,,,,22.53,,,,,,,
"2018/01/25 16:15:36.431",,,,,,,,23.07,,,,
"2018/01/25 16:17:21.429",,,22.36,,,,,,,,,
"2018/01/25 17:54:23.937",,,,,,,,23.59,,,,
"2018/01/25 20:54:38.944",,,,,,,22.85,,,,,
"2018/01/25 20:55:26.437",,,,,,23,,,,,,
"2018/01/25 20:55:33.937",,,,,,,,,22.8,,,
"2018/01/25 20:57:01.427",,,,,,,,24.1,,,,
"2018/01/25 22:30:08.945",,,22.88,,,,,,,,,
"2018/01/25 22:36:08.946",,,,22.95,,,,,,,,
"2018/01/25 22:40:03.934",,,,,23.05,,,,,,,
"2018/01/25 22:42:46.430",22.8,,,,,,,,,,,
"2018/01/25 23:08:16.433",,,,,,,,,,23.61,,
"2018/01/25 23:11:06.432",,,,,,,,,,,22.75,
"2018/01/26 10:09:01.429",327.67,327.67,327.67,327.67,327.67,327.67,,,,,,
"2018/01/26 10:09:11.426",22.66,23.59,22.75,22.78,22.85,22.8,,,,,,
"2018/01/26 10:09:21.423",327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,
"2018/01/26 10:12:51.435",22.9,23.88,23.44,23.19,23.27,23.32,23.22,24.23,23.24,23.96,23.19,
"2018/01/26 10:34:08.941",,,,,,,23.76,,,,,
"2018/01/26 10:34:16.431",,,,,,23.83,,,,,,
"2018/01/26 10:38:46.428",,,,,,,24.27,,,,,
"2018/01/26 10:49:16.420",23.42,,,,,,,,,,,
"2018/01/26 10:54:53.924",,,23.96,,,,,,,,,
"2018/01/26 10:59:33.920",,,,23.71,,,,,,,,
"2018/01/26 10:59:53.935",,,,,23.78,,,,,,,
"2018/01/26 11:00:11.434",,24.4,,,,,,,,,,
"2018/01/26 11:06:36.429",,,,,,,,,23.76,,,
"2018/01/26 11:06:41.425",,,,,,,,24.74,,,,
"2018/01/26 11:06:56.437",,,,,,,,,,24.47,,
"2018/01/26 11:07:21.430",,,,,,,,,,,23.71,
"2018/01/26 11:39:16.434",,,,,,,23.76,,,,,
"2018/01/26 13:31:29.075",,,,,,,,,,23.96,,
"2018/01/26 13:52:33.935",,,,,,,,24.23,,,,
"2018/01/26 14:41:16.434",,,,,,,,,,,23.19,
"2018/01/26 14:45:21.423",,,,,,,,,23.24,,,
"2018/01/26 15:10:18.944",,,,,,,23.24,,,,,
"2018/01/26 15:18:01.432",,,,,,23.32,,,,,,
"2018/01/26 15:40:03.923",,,,23.19,,,,,,,,
"2018/01/26 15:42:59.022",,,,,23.27,,,,,,,
"2018/01/26 15:45:36.420",,,23.44,,,,,,,,,
"2018/01/26 15:49:03.927",22.9,,,,,,,,,,,
"2018/01/26 15:53:43.932",,,,,,,,,,23.44,,
"2018/01/26 15:55:41.433",,,,,,,,,22.73,,,
"2018/01/26 15:55:51.429",,,,,,,,23.71,,,,
"2018/01/26 15:57:16.427",,,,,,,,,,,22.68,
"2018/01/26 16:18:31.431",,,,,,,22.73,,,,,
"2018/01/26 16:20:06.428",,23.88,,,,,,,,,,
"2018/01/26 16:32:13.922",,,,,,22.8,,,,,,
"2018/01/27 11:05:36.430",,,,,,,23.24,,,,,
"2018/01/27 11:06:01.437",,,,,,23.32,,,,,,
"2018/01/27 11:27:21.431",,,,,,23.83,,,,,,
"2018/01/27 11:47:29.013",,,,,,,23.76,,,,,
"2018/01/27 12:02:26.440",,,,,,,23.24,,,,,
"2018/01/27 12:04:43.926",,,,,,23.32,,,,,,
"2018/01/27 20:28:29.012",,,,,,,22.73,,,,,
"2018/01/27 23:53:21.432",,,,,,22.8,,,,,,
"2018/01/28 02:53:18.947",,,22.92,,,,,,,,,
"2018/01/28 02:58:38.939",,,,22.68,,,,,,,,
"2018/01/28 03:09:13.930",,,,,22.75,,,,,,,
"2018/01/28 03:24:36.439",22.39,,,,,,,,,,,
"2018/01/28 07:03:43.929",,23.37,,,,,,,,,,
"2018/01/28 08:42:23.927",,,,,,,,,,22.92,,
"2018/01/28 09:14:16.434",,,,,,,,,22.22,,,
"2018/01/28 09:25:29.006",,,,,,,,,,,22.17,
"2018/01/28 09:30:11.427",,,,,,,,23.19,,,,
"2018/01/28 10:18:13.932",,,,,,,22.22,,,,,
"2018/01/28 10:49:26.428",,,,,,22.29,,,,,,
"2018/01/28 12:52:51.430",,,,22.17,,,,,,,,
"2018/01/28 12:53:23.937",,,22.41,,,,,,,,,
"2018/01/28 12:53:41.432",,,,,22.24,,,,,,,
"2018/01/28 13:08:51.430",21.88,,,,,,,,,,,
"2018/01/29 00:13:16.432",,,,,,,,,,22.41,,
"2018/01/29 00:20:36.435",,22.85,,,,,,,,,,
"2018/01/29 00:36:03.930",,,,,,,,,21.7,,,
"2018/01/29 00:41:01.425",,,,,,,,,,,21.66,
"2018/01/29 00:43:08.947",,,,,,,,22.68,,,,
"2018/01/29 01:11:51.432",,,,,,,21.7,,,,,
"2018/01/29 01:40:46.433",,,,,,21.78,,,,,,
"2018/01/29 02:54:48.944",,,21.9,,,,,,,,,
"2018/01/29 02:58:03.927",,,,21.66,,,,,,,,
"2018/01/29 03:05:03.929",,,,,21.73,,,,,,,
"2018/01/29 03:23:31.428",21.36,,,,,,,,,,,
"2018/01/29 06:10:31.429",,,,,,,,,,21.9,,
"2018/01/29 06:35:48.944",,,,,,,,,21.19,,,
"2018/01/29 06:46:06.439",,,,,,,,,,,21.14,
"2018/01/29 06:47:18.936",,,,,,,,22.17,,,,
"2018/01/29 06:55:18.947",,23.37,,,,,,,,,,
"2018/01/29 07:22:46.433",,,,,,,21.19,,,,,
"2018/01/29 08:06:43.928",,,,,,21.27,,,,,,
"2018/01/29 08:32:21.423",,23.88,,,,,,,,,,
"2018/01/29 08:35:48.945",,24.4,,,,,,,,,,
"2018/01/29 08:37:51.431",,24.91,,,,,,,,,,
"2018/01/29 08:39:31.433",,25.43,,,,,,,,,,
"2018/01/29 08:40:41.441",,25.94,,,,,,,,,,
"2018/01/29 08:41:36.431",,26.46,,,,,,,,,,
"2018/01/29 08:42:11.422",,27,,,,,,,,,,
"2018/01/29 08:42:33.929",,27.51,,,,,,,,,,
"2018/01/29 08:42:56.421",,28.05,,,,,,,,,,
"2018/01/29 08:43:18.935",,28.62,,,,,,,,,,
"2018/01/29 08:43:36.422",,29.13,,,,,,,,,,
"2018/01/29 08:43:53.935",,29.7,,,,,,,,,,
"2018/01/29 08:44:08.946",,30.24,,,,,,,,,,
"2018/01/29 08:44:29.006",,30.75,,,,,,,,,,
"2018/01/29 08:44:43.922",,31.27,,,,,,,,,,
"2018/01/29 08:44:53.926",,31.81,,,,,,,,,,
"2018/01/29 08:45:01.423",,32.32,,,,,,,,,,
"2018/01/29 08:45:06.431",,33.01,,,,,,,,,,
"2018/01/29 08:45:08.933",,33.65,,,,,,,,,,
"2018/01/29 08:45:11.427",,30.92,,,,,,,,,,
"2018/01/29 08:45:16.427",,30.33,,,,,,,,,,
"2018/01/29 08:45:29.014",,29.74,,,,,,,,,,
"2018/01/29 08:46:06.428",,29.23,,,,,,,,,,
"2018/01/29 08:47:43.923",,28.71,,,,,,,,,,
"2018/01/29 09:12:31.439",,28.2,,,,,,,,,,
"2018/01/29 09:35:21.422",,,,21.14,,,,,,,,
"2018/01/29 09:41:11.424",,,21.39,,,,,,,,,
"2018/01/29 10:03:01.435",,,,,21.22,,,,,,,
"2018/01/29 10:09:18.941",20.85,,,,,,,,,,,
"2018/01/29 11:04:18.943",,,,,,,21.7,,,,,
"2018/01/29 11:04:58.994",,,,,,21.78,,,,,,
"2018/01/29 11:09:18.946",21.36,,,,,,,,,,,
"2018/01/29 11:09:26.436",,28.71,,,,,,,,,,
"2018/01/29 11:09:36.426",,,,21.66,,,,,,,,
"2018/01/29 11:11:08.940",,,,,21.73,,,,,,,
"2018/01/29 11:11:53.923",,,21.9,,,,,,,,,
"2018/01/29 11:45:11.430",,29.23,,,,,,,,,,
"2018/01/29 11:54:31.427",,,,,,,22.22,,,,,
"2018/01/29 11:58:36.429",,,,,,22.29,,,,,,
"2018/01/29 12:35:59.005",,,,,,,,,,22.41,,
"2018/01/29 12:40:38.948",,,,,,,,,,,21.66,
"2018/01/29 12:41:01.425",,,,,,,,22.68,,,,
"2018/01/29 13:02:33.920",,,,,,,21.7,,,,,
"2018/01/29 13:07:43.929",,,,,,21.78,,,,,,
"2018/01/29 13:58:31.432",,29.74,,,,,,,,,,
"2018/01/29 14:03:56.420",,30.26,,,,,,,,,,
"2018/01/29 14:11:23.924",,30.8,,,,,,,,,,
"2018/01/29 14:19:31.429",,31.31,,,,,,,,,,
"2018/01/29 14:29:11.419",,31.83,,,,,,,,,,
"2018/01/29 14:42:31.423",,32.34,,,,,,,,,,
"2018/01/29 14:52:36.437",,32.86,,,,,,,,,,
"2018/01/29 14:59:16.422",,33.38,,,,,,,,,,
"2018/01/29 15:13:06.430",,33.89,,,,,,,,,,
"2018/01/29 15:30:51.436",,34.41,,,,,,,,,,
"2018/01/29 15:31:51.419",,,,,,,,,21.7,,,
"2018/01/29 15:37:43.935",,34.92,,,,,,,,,,
"2018/01/29 15:55:29.012",,34.41,,,,,,,,,,
"2018/01/29 18:50:13.925",,34.92,,,,,,,,,,
"2018/01/29 18:53:59.004",,35.46,,,,,,,,,,
"2018/01/29 18:55:48.935",,35.98,,,,,,,,,,
"2018/01/29 18:56:51.433",,36.49,,,,,,,,,,
"2018/01/29 18:57:08.995",,37.01,,,,,,,,,,
"2018/01/29 19:00:01.425",,37.55,,,,,,,,,,
"2018/01/29 19:01:59.009",,38.11,,,,,,,,,,
"2018/01/29 20:27:48.946",,37.59,,,,,,,,,,
"2018/01/29 20:28:18.949",,37.05,,,,,,,,,,
"2018/01/29 20:28:56.439",,36.44,,,,,,,,,,
"2018/01/29 20:29:18.943",,35.88,,,,,,,,,,
"2018/01/29 20:29:53.927",,35.36,,,,,,,,,,
"2018/01/29 20:31:18.941",,34.85,,,,,,,,,,
"2018/01/29 20:32:26.437",,34.31,,,,,,,,,,
"2018/01/29 20:33:13.931",,33.77,,,,,,,,,,
"2018/01/29 20:33:53.938",,33.25,,,,,,,,,,
"2018/01/29 20:34:38.944",,32.71,,,,,,,,,,
"2018/01/29 20:35:36.430",,32.2,,,,,,,,,,
"2018/01/29 20:37:23.928",,31.68,,,,,,,,,,
"2018/01/29 20:38:33.929",,31.17,,,,,,,,,,
"2018/01/29 20:40:31.425",,30.63,,,,,,,,,,
"2018/01/29 20:42:06.422",,30.11,,,,,,,,,,
"2018/01/29 20:43:29.099",,29.6,,,,,,,,,,
"2018/01/29 20:45:26.424",,29.08,,,,,,,,,,
"2018/01/29 20:48:21.430",,28.57,,,,,,,,,,
"2018/01/29 20:51:59.010",,28.05,,,,,,,,,,
"2018/01/29 20:59:31.427",,27.54,,,,,,,,,,
"2018/01/29 21:03:31.434",,27.02,,,,,,,,,,
"2018/01/29 21:11:31.438",,26.51,,,,,,,,,,
"2018/01/29 21:20:01.427",,25.99,,,,,,,,,,
"2018/01/30 04:04:13.930",21.88,,,,,,,,,,,
"2018/01/30 04:53:51.426",,,,,22.24,,,,,,,
"2018/01/30 04:57:08.942",,,,22.17,,,,,,,,
"2018/01/30 05:04:11.435",,,22.41,,,,,,,,,
"2018/01/30 07:20:01.435",,,,,,22.29,,,,,,
"2018/01/30 08:06:21.427",,,,,,,22.22,,,,,
"2018/01/30 08:38:21.430",,,,,,,,23.19,,,,
"2018/01/30 10:51:43.923",,25.48,,,,,,,,,,
"2018/01/30 11:57:23.933",,,,,,,,,,,22.17,
"2018/01/30 11:57:29.014",,,,,,,,,22.22,,,
"2018/01/30 12:37:03.929",,,,,,,,,,22.92,,
"2018/01/30 16:25:46.435",22.39,,,,,,,,,,,
"2018/01/30 16:26:06.427",,,22.92,,,,,,,,,
"2018/01/30 16:26:18.947",,,,,,22.8,,,,,,
"2018/01/30 16:26:23.936",,,,,,,22.73,,,,,
"2018/01/30 16:26:48.939",,,,22.68,22.75,,,,,,,
"2018/01/30 16:28:21.427",,,,,,,,23.71,,,,
"2018/01/30 16:29:48.946",,,,,,,,,22.73,,,
"2018/01/30 16:31:08.938",,,,,,,,,,23.44,,
"2018/01/30 16:31:33.927",,,,,,,,,,,22.68,
"2018/01/30 18:40:06.429",,24.96,,,,,,,,,,
"2018/01/31 04:53:56.422",,,,,,,,,,22.92,,
"2018/01/31 05:21:21.431",,,,,,,,,22.22,,,
"2018/01/31 05:31:48.934",,,,,,,,,,,22.17,
"2018/01/31 05:41:16.423",,,,,,,,23.19,,,,
"2018/01/31 05:47:29.007",,24.45,,,,,,,,,,
"2018/01/31 06:10:06.434",,,,,,,22.22,,,,,
"2018/01/31 06:56:18.935",,,,,,22.29,,,,,,
"2018/01/31 08:27:38.941",,,,22.17,,,,,,,,
"2018/01/31 08:33:21.431",,,22.41,,,,,,,,,
"2018/01/31 08:39:23.920",,,,,22.24,,,,,,,
"2018/01/31 08:53:53.928",,24.96,,,,,,,,,,
"2018/01/31 08:55:21.423",21.88,,,,,,,,,,,
"2018/01/31 08:56:56.427",,25.48,,,,,,,,,,
"2018/01/31 08:58:56.434",,25.99,,,,,,,,,,
"2018/01/31 09:01:06.427",,26.53,,,,,,,,,,
"2018/01/31 09:02:11.432",,27.07,,,,,,,,,,
"2018/01/31 09:03:08.931",,27.59,,,,,,,,,,
"2018/01/31 09:04:23.930",,28.1,,,,,,,,,,
"2018/01/31 09:05:28.996",,28.62,,,,,,,,,,
"2018/01/31 09:06:31.425",,29.13,,,,,,,,,,
"2018/01/31 09:07:33.935",,29.67,,,,,,,,,,
"2018/01/31 09:08:33.929",,30.19,,,,,,,,,,
