,TK_PLCS/FPIX/crate03/module06/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_08.value.converted:_original.._value,
,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,
"2018/02/02 04:17:54.394",,19.04,,,,,,,,,,
"2018/02/02 04:20:09.398",,19.55,,,,,,,,,,
"2018/02/02 04:24:06.905",,20.06,,,,,,,,,,
"2018/02/02 04:29:14.401",,20.58,,,,,,,,,,
"2018/02/02 04:30:39.393",,21.1,,,,,,,,,,
"2018/02/02 04:32:09.402",,21.63,,,,,,,,,,
"2018/02/02 04:34:36.903",,22.17,,,,,,,,,,
"2018/02/02 04:36:16.976",,22.68,,,,,,,,,,
"2018/02/02 04:37:01.886",,23.32,,,,,,,,,,
"2018/02/02 04:39:11.892",,23.83,,,,,,,,,,
"2018/02/02 04:39:56.894",,24.4,,,,,,,,,,
"2018/02/02 04:42:26.902",,24.96,,,,,,,,,,
"2018/02/02 04:44:34.393",,25.48,,,,,,,,,,
"2018/02/02 04:46:36.907",,26.04,,,,,,,,,,
"2018/02/02 04:50:56.903",,25.5,,,,,,,,,,
"2018/02/02 04:52:16.960",,24.99,,,,,,,,,,
"2018/02/02 04:53:26.907",,24.47,,,,,,,,,,
"2018/02/02 04:55:34.395",,23.96,,,,,,,,,,
"2018/02/02 04:59:19.400",,23.44,,,,,,,,,,
"2018/02/02 05:10:26.911",,23.98,,,,,,,,,,
"2018/02/02 05:16:11.897",,24.49,,,,,,,,,,
"2018/02/02 05:20:09.389",,25.01,,,,,,,,,,
"2018/02/02 05:24:34.390",,25.53,,,,,,,,,,
"2018/02/02 05:28:41.887",,26.04,,,,,,,,,,
"2018/02/02 05:45:16.979",,26.58,,,,,,,,,,
"2018/02/02 05:53:47.060",,26.04,,,,,,,,,,
"2018/02/02 05:58:21.897",,26.56,,,,,,,,,,
"2018/02/02 05:59:06.903",,27.19,,,,,,,,,,
"2018/02/02 06:00:59.398",,27.78,,,,,,,,,,
"2018/02/02 06:03:16.971",,28.3,,,,,,,,,,
"2018/02/02 06:14:04.399",,27,,,,,,,,,,
"2018/02/02 06:15:26.902",,26.38,,,,,,,,,,
"2018/02/02 06:15:51.890",,25.84,,,,,,,,,,
"2018/02/02 06:16:19.388",,25.26,,,,,,,,,,
"2018/02/02 06:17:31.893",,24.74,,,,,,,,,,
"2018/02/02 06:18:54.392",,24.15,,,,,,,,,,
"2018/02/02 06:20:36.902",,23.64,,,,,,,,,,
"2018/02/02 06:21:46.970",,23.12,,,,,,,,,,
"2018/02/02 06:23:01.892",,22.58,,,,,,,,,,
"2018/02/02 06:24:39.393",,22.07,,,,,,,,,,
"2018/02/02 06:25:51.891",,21.53,,,,,,,,,,
"2018/02/02 06:28:26.909",,21.02,,,,,,,,,,
"2018/02/02 06:30:36.914",,20.48,,,,,,,,,,
"2018/02/02 06:32:46.977",,19.97,,,,,,,,,,
"2018/02/02 06:35:21.891",,19.43,,,,,,,,,,
"2018/02/02 06:38:21.890",,18.92,,,,,,,,,,
"2018/02/02 06:40:44.400",,18.4,,,,,,,,,,
"2018/02/02 06:42:39.401",,17.89,,,,,,,,,,
"2018/02/02 06:46:41.895",,17.38,,,,,,,,,,
"2018/02/02 06:53:34.393",,16.87,,,,,,,,,,
"2018/02/02 07:02:16.968",,16.36,,,,,,,,,,
"2018/02/02 07:11:21.897",,15.84,,,,,,,,,,
"2018/02/02 07:18:41.891",,15.33,,,,,,,,,,
"2018/02/02 07:28:49.387",,14.81,,,,,,,,,,
"2018/02/02 08:41:44.399",,,,,,,4.62,,,,,
"2018/02/02 08:53:16.985",,,,,,,,,,,6.21,
"2018/02/02 08:54:41.889",,14.3,,,,,,,,,,
"2018/02/02 08:57:46.972",,13.79,,,,,,,,,,
"2018/02/02 08:58:49.394",,,4.79,,,,,,,,,
"2018/02/02 08:59:01.888",,,,,,,,,6.28,,,
"2018/02/02 09:00:36.905",,,,4.82,,,,,,,,
"2018/02/02 09:01:11.899",,,,,,,5.13,,,,,
"2018/02/02 09:02:04.397",,14.32,,,,,,,,,,
"2018/02/02 09:03:01.902",4.45,,,,,,,,,,,
"2018/02/02 09:03:19.395",,,,,,,,,,,6.72,
"2018/02/02 09:03:21.891",,,,,,,,,,7.3,,
"2018/02/02 09:04:09.403",,14.86,,,,,,,,,,
"2018/02/02 09:04:39.399",,,,,,5.38,,,,,,
"2018/02/02 09:05:31.896",,,,,5.06,,,,,,,
"2018/02/02 09:06:41.901",,15.37,,,,,,,,,,
"2018/02/02 09:07:29.400",,,,,,,,,6.79,,,
"2018/02/02 09:08:26.906",,,,,,,,7.67,,,,
"2018/02/02 09:08:39.389",,15.91,,,,,,,,,,
"2018/02/02 09:08:49.400",,,,,,,5.65,,,,,
"2018/02/02 09:08:59.400",,,5.3,,,,,,,,,
"2018/02/02 09:09:24.396",,,,5.33,,,,,,,,
"2018/02/02 09:10:21.891",,16.43,,,,,,,,,,
"2018/02/02 09:11:59.398",,,,,,,,,,7.82,,
"2018/02/02 09:12:09.392",,16.94,,,,,,,,,,
"2018/02/02 09:12:21.900",,,,,,5.89,,,,,7.23,
"2018/02/02 09:12:39.397",4.96,,,,,,,,,,,
"2018/02/02 09:13:49.397",,17.45,,,,,,,,,,
"2018/02/02 09:14:14.391",,,,,5.57,,,,,,,
"2018/02/02 09:15:26.968",,,,,,,,,7.3,,,
"2018/02/02 09:15:49.390",,17.99,,,,,,,,,,
"2018/02/02 09:16:11.899",,,,,,,6.16,,,,,
"2018/02/02 09:16:19.402",,,,,,,,8.18,,,,
"2018/02/02 09:17:14.400",,18.5,,,,,,,,,,
"2018/02/02 09:17:17.064",,,,5.84,,,,,,,,
"2018/02/02 09:17:26.903",,,5.82,,,,,,,,,
"2018/02/02 09:18:41.898",,19.01,,,,,,,,,,
"2018/02/02 09:19:41.895",,,,,,6.4,,,,,,
"2018/02/02 09:20:21.896",,,,,,,,,,8.33,,
"2018/02/02 09:20:51.887",,,,,,,,,,,7.74,
"2018/02/02 09:21:16.974",5.48,,,,,,,,,,,
"2018/02/02 09:22:19.396",,,,,6.08,,,,,,,
"2018/02/02 09:22:21.886",,19.53,,,,,,,,,,
"2018/02/02 09:23:34.393",,,,,,,,,7.82,,,
"2018/02/02 09:23:54.390",,,,,,,6.67,,,,,
"2018/02/02 09:24:16.975",,,,,,,,8.69,,,,
"2018/02/02 09:25:16.975",,20.04,,,,,,,,,,
"2018/02/02 09:25:36.907",,,,6.35,,,,,,,,
"2018/02/02 09:25:46.968",,,6.33,,,,,,,,,
"2018/02/02 09:27:19.391",,,,,,6.91,,,,,,
"2018/02/02 09:28:51.900",,,,,,,,,,8.84,,
"2018/02/02 09:29:26.910",,,,,,,,,,,8.25,
"2018/02/02 09:29:39.399",5.99,20.56,,,,,,,,,,
"2018/02/02 09:30:29.398",,,,,6.6,,,,,,,
"2018/02/02 09:31:31.901",,,,,,,7.18,,,,,
"2018/02/02 09:32:06.905",,,,,,,,,8.33,,,
"2018/02/02 09:32:39.401",,,,,,,,9.2,,,,
"2018/02/02 09:33:44.400",,,,6.86,,,,,,,,
"2018/02/02 09:33:51.896",,,6.84,,,,,,,,,
"2018/02/02 09:35:06.908",,,,,,7.43,,,,,,
"2018/02/02 09:37:49.391",,,,,,,,,,9.35,,
"2018/02/02 09:37:59.391",6.5,,,,,,,,,,,
"2018/02/02 09:38:34.394",,,,,,,,,,,8.77,
"2018/02/02 09:39:01.897",,,,,7.11,,,,,,,
"2018/02/02 09:39:34.396",,,,,,,7.69,,,,,
"2018/02/02 09:40:49.402",,,,,,,,,8.84,,,
"2018/02/02 09:41:16.984",,,,,,,,9.72,,,,
"2018/02/02 09:41:59.394",,,,7.38,,,,,,,,
"2018/02/02 09:42:09.403",,,7.35,,,,,,,,,
"2018/02/02 09:43:09.394",,,,,,7.94,,,,,,
"2018/02/02 09:46:29.386",7.01,,,,,,,,,,,
"2018/02/02 09:46:46.983",,,,,,,,,,9.86,,
"2018/02/02 09:47:19.390",,,,,7.62,,,,,,,
"2018/02/02 09:47:39.396",,,,,,,,,,,9.28,
"2018/02/02 09:47:59.391",,,,,,,8.21,,,,,
"2018/02/02 09:49:54.388",,,,,,,,,9.35,,,
"2018/02/02 09:50:14.389",,,,,,,,10.23,,,,
"2018/02/02 09:50:34.402",,,,7.89,,,,,,,,
"2018/02/02 09:50:54.388",,,7.86,,,,,,,,,
"2018/02/02 09:51:51.891",,,,,,8.45,,,,,,
"2018/02/02 09:53:51.899",,21.07,,,,,,,,,,
"2018/02/02 09:54:54.405",7.52,,,,,,,,,,,
"2018/02/02 09:55:59.396",,,,,8.13,,,,,,,
"2018/02/02 09:56:11.888",,,,,,,,,,10.37,,
"2018/02/02 09:56:29.387",,,,,,,8.72,,,,,
"2018/02/02 09:57:11.889",,,,,,,,,,,9.79,
"2018/02/02 09:59:21.897",,,8.38,,,,,,,,,
"2018/02/02 09:59:31.895",,,,8.4,,,,,,,,
"2018/02/02 09:59:39.386",,,,,,,,,9.86,,,
"2018/02/02 09:59:51.899",,,,,,8.96,,,,,,
"2018/02/02 10:00:09.398",,,,,,,,10.74,,,,
"2018/02/02 10:02:34.401",,21.58,,,,,,,,,,
"2018/02/02 10:03:29.401",8.03,,,,,,,,,,,
"2018/02/02 10:04:36.903",,,,,8.64,,,,,,,
"2018/02/02 10:04:54.397",,,,,,,9.23,,,,,
"2018/02/02 10:05:51.896",,,,,,,,,,10.89,,
"2018/02/02 10:07:11.901",,,,,,,,,,,10.3,
"2018/02/02 10:08:09.388",,,8.89,,,,,,,,,
"2018/02/02 10:08:24.400",,,,8.91,,,,,,,,
"2018/02/02 10:08:54.394",,,,,,9.47,,,,,,
"2018/02/02 10:09:29.396",,,,,,,,,10.37,,,
"2018/02/02 10:09:39.396",,,,,,,,11.25,,,,
"2018/02/02 10:12:14.390",,22.09,,,,,,,,,,
"2018/02/02 10:12:26.900",8.55,,,,,,,,,,,
"2018/02/02 10:13:51.891",,,,,9.16,,,,,,,
"2018/02/02 10:14:04.388",,,,,,,9.74,,,,,
"2018/02/02 10:16:34.396",,,,,,,,,,11.4,,
"2018/02/02 10:20:04.397",,,,,,9.98,,,,,,
"2018/02/02 10:20:16.969",,,,,,,,,,,10.81,
"2018/02/02 10:20:39.394",,,9.4,,,,,,,,,
"2018/02/02 10:20:49.399",,,,,,,,11.76,,,,
"2018/02/02 10:22:09.400",,,,9.42,,,,,,,,
"2018/02/02 10:22:21.886",,,,,,,,,10.89,,,
"2018/02/02 10:23:59.401",,,,,,,10.25,,,,,
"2018/02/02 10:24:49.398",9.06,,,,,,,,,,,
"2018/02/02 10:31:31.902",,,,,,10.5,,,,,,
"2018/02/02 10:31:59.392",,,,,9.67,,,,,,,
"2018/02/02 10:32:19.397",,22.61,,,,,,,,,,
"2018/02/02 10:32:56.902",,,,,,,,,,11.91,,
"2018/02/02 10:33:21.901",,,,,,,,12.28,,,,
"2018/02/02 10:33:41.889",,,,,,,10.76,,,,,
"2018/02/02 10:35:14.392",,,9.91,,,,,,,,,
"2018/02/02 10:36:01.888",9.57,,,,,,,,,,,
"2018/02/02 10:36:04.394",,,,9.94,,,,,,,,
"2018/02/02 10:36:06.977",,,,,,,,,11.4,,,
"2018/02/02 10:36:19.389",,,,,,,,,,,11.33,
"2018/02/02 10:39:11.886",327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,
"2018/02/02 10:46:41.896",15.2,16.09,15.01,15.25,15.08,17.5,17.4,18.82,17.82,18.62,17.82,
"2018/02/02 10:53:44.391",,16.6,,,,,,,,,,
"2018/02/02 10:54:16.983",,,,15.77,,,,,,,,
"2018/02/02 10:54:29.397",15.72,,,,,,,,,,,
"2018/02/02 10:54:56.904",,,,,15.6,,,,,,,
"2018/02/02 10:55:04.395",,,15.52,,,,,,,,,
"2018/02/02 11:03:16.974",,17.11,,,,,,,,,,
"2018/02/02 11:03:51.896",,,,16.28,,,,,,,,
"2018/02/02 11:04:36.905",,,,,16.11,,,,,,,
"2018/02/02 11:05:19.390",,,16.04,,,,,,,,,
"2018/02/02 11:05:29.389",16.23,,,,,,,,,,,
"2018/02/02 11:15:24.399",,17.62,,,,,,,,,,
"2018/02/02 11:16:06.906",,,,16.8,16.62,,,,,,,
"2018/02/02 11:17:19.402",,,16.55,,,,,,,,,
"2018/02/02 11:18:49.396",,,,,,18.01,,,,,,
"2018/02/02 11:19:09.394",16.75,,,,,,,,,,,
"2018/02/02 11:21:24.394",,,,,,,17.92,,,,,
"2018/02/02 11:24:54.391",,,,,,,,,,,18.33,
"2018/02/02 11:26:11.886",,,,,,,,,18.33,,,
"2018/02/02 11:31:01.889",,,,,,,,,17.82,,,
"2018/02/02 11:31:31.899",,,,,,,,,,,17.82,
"2018/02/02 11:32:39.390",,,,,,,17.4,,,,,
"2018/02/02 11:33:16.970",,,,,,,,,17.31,,,
"2018/02/02 11:33:26.908",,,,,,17.5,,,,,,
"2018/02/02 11:33:46.966",,,,,,,,,,,17.31,
"2018/02/02 11:34:49.391",,,,,,,,18.31,,,,
"2018/02/02 11:34:51.892",,,,,,,16.89,,,,,
"2018/02/02 11:35:04.403",,,,,,,,,,18.11,,
"2018/02/02 11:35:11.901",,,,,,,,,16.8,,,
"2018/02/02 11:35:44.394",,,,,,16.99,,,,,16.8,
"2018/02/02 11:36:31.900",,,,16.28,,,,,,,,
"2018/02/02 11:36:39.402",,,,,,,16.38,,,,,
"2018/02/02 11:36:46.976",,,,,,,,17.79,,,,
"2018/02/02 11:36:56.906",,,,,,,,,16.28,,,
"2018/02/02 11:37:11.896",,,,,,,,,,17.6,,
"2018/02/02 11:37:34.392",,,,,,,,,,,16.28,
"2018/02/02 11:37:49.393",,,,,,16.48,,,,,,
"2018/02/02 11:38:29.394",,,,,,,15.87,,,,,
"2018/02/02 11:38:39.397",,,,,,,,17.28,15.77,,,
"2018/02/02 11:38:41.900",,17.11,,,,,,,,,,
"2018/02/02 11:38:49.394",16.23,,,,,,,,,,,
"2018/02/02 11:39:04.395",,,,15.77,,,,,,,,
"2018/02/02 11:39:14.399",,,,,,,,,,17.09,,
"2018/02/02 11:39:21.893",,,,,,,,,,,15.77,
"2018/02/02 11:39:51.892",,,,,,15.96,,,,,,
"2018/02/02 11:40:19.395",,,,,,,15.35,,15.25,,,
"2018/02/02 11:40:29.400",,,,,,,,16.77,,,,
"2018/02/02 11:40:51.899",,,,,16.11,,,,,,,
"2018/02/02 11:41:16.982",,,,15.25,,,,,,,15.25,
"2018/02/02 11:41:19.393",,,,,,,,,,16.58,,
"2018/02/02 11:41:41.902",15.72,16.6,,,,15.45,,,,,,
"2018/02/02 11:42:01.896",,,,,,,,,14.74,,,
"2018/02/02 11:42:06.977",,,,,,,14.84,,,,,
"2018/02/02 11:42:16.978",,,,,,,,16.26,,,,
"2018/02/02 11:43:09.391",,,16.04,,,,,,,,14.74,
"2018/02/02 11:43:24.393",,,,,,,,,,16.06,,
"2018/02/02 11:43:26.904",,,,14.74,,,,,,,,
"2018/02/02 11:43:31.897",,,,,,14.93,,,,,,
"2018/02/02 11:43:46.979",,,,,,,14.32,,,,,
"2018/02/02 11:43:49.395",,,,,15.6,,,,14.23,,,
"2018/02/02 11:44:06.912",,,,,,,,15.74,,,,
"2018/02/02 11:44:09.390",,16.09,,,,,,,,,,
"2018/02/02 11:44:14.389",15.2,,,,,,,,,,,
"2018/02/02 11:45:19.398",,,,,,,,,,,14.23,
"2018/02/02 11:45:29.402",,,,,,14.42,,,,,,
"2018/02/02 11:45:36.908",,,,14.23,,,,,,,,
"2018/02/02 11:45:39.394",,,,,,,,,,15.55,,
"2018/02/02 11:45:44.393",,,,,,,13.81,,,,,
"2018/02/02 11:45:47.059",,,,,,,,,13.71,,,
"2018/02/02 11:46:06.896",,,,,,,,15.23,,,,
"2018/02/02 11:46:16.985",,,15.52,,,,,,,,,
"2018/02/02 11:46:31.897",,,,,15.08,,,,,,,
"2018/02/02 11:46:39.392",14.69,,,,,,,,,,,
"2018/02/02 11:46:41.892",,15.57,,,,,,,,,,
"2018/02/02 11:47:31.896",,,,,,13.91,,,,,13.71,
"2018/02/02 11:47:44.399",,,,,,,13.3,,,,,
"2018/02/02 11:47:51.892",,,,13.71,,,,,,,,
"2018/02/02 11:47:54.390",,,,,,,,,13.2,,,
"2018/02/02 11:47:59.396",,,,,,,,,,15.03,,
"2018/02/02 11:48:09.388",,,,,,,,14.71,,,,
"2018/02/02 11:49:01.887",,,,,14.57,,,,,,,
"2018/02/02 11:49:04.395",,,15.01,,,,,,,,,
"2018/02/02 11:49:06.915",14.18,,,,,,,,,,,
"2018/02/02 11:49:09.398",,15.06,,,,,,,,,,
"2018/02/02 11:49:29.392",,,,,,13.4,,,,,,
"2018/02/02 11:49:41.896",,,,,,,12.79,,,,,
"2018/02/02 11:49:59.394",,,,,,,,,,,13.2,
"2018/02/02 11:50:06.910",,,,13.2,,,,,,,,
"2018/02/02 11:50:09.396",,,,,,,,,12.69,,,
"2018/02/02 11:50:21.896",,,,,,,,14.2,,,,
"2018/02/02 11:50:26.909",,,,,,,,,,14.52,,
"2018/02/02 11:51:29.392",13.67,,,,,,,,,,,
"2018/02/02 11:51:31.889",,,,,14.06,,,,,,,
"2018/02/02 11:51:34.391",,14.54,,,,,,,,,,
"2018/02/02 11:51:36.895",,,,,,12.89,,,,,,
"2018/02/02 11:51:39.399",,,14.49,,,,,,,,,
"2018/02/02 11:51:54.392",,,,,,,12.28,,,,,
"2018/02/02 11:52:21.895",,,,12.69,,,,,,,,
"2018/02/02 11:52:26.906",,,,,,,,,,,12.69,
"2018/02/02 11:52:29.396",,,,,,,,,12.18,,,
"2018/02/02 11:52:39.388",,,,,,,,13.69,,,,
"2018/02/02 11:52:51.892",,,,,,,,,,14.01,,
"2018/02/02 11:53:44.389",,,,,,12.37,,,,,,
"2018/02/02 11:53:54.391",13.13,,,,,,,,,,,
"2018/02/02 11:53:59.396",,14.03,,,13.54,,,,,,,
"2018/02/02 11:54:04.394",,,,,,,11.76,,,,,
"2018/02/02 11:54:09.390",,,13.98,,,,,,,,,
"2018/02/02 11:54:46.974",,,,12.18,,,,,,,,
"2018/02/02 11:54:59.386",,,,,,,,,11.67,,,
"2018/02/02 11:55:04.396",,,,,,,,13.18,,,12.18,
"2018/02/02 11:55:31.892",,,,,,,,,,13.49,,
"2018/02/02 11:56:04.387",,,,,,11.86,,,,,,
"2018/02/02 11:56:24.387",12.62,,,,,,11.25,,,,,
"2018/02/02 11:56:29.387",,13.52,,,13.03,,,,,,,
"2018/02/02 11:56:44.392",,,13.47,,,,,,,,,
"2018/02/02 11:57:14.386",,,,11.67,,,,,,,,
"2018/02/02 11:57:44.403",,,,,,,,12.67,,,,
"2018/02/02 11:57:46.964",,,,,,,,,11.15,,,
"2018/02/02 11:57:59.389",,,,,,,,,,,11.67,
"2018/02/02 11:58:26.906",,,,,,,,,,12.98,,
"2018/02/02 11:58:36.976",,,,,,11.35,,,,,,
"2018/02/02 11:58:56.906",12.11,,,,,,,,,,,
"2018/02/02 11:58:59.403",,,,,12.52,,,,,,,
"2018/02/02 11:59:04.395",,13.01,,,,,,,,,,
"2018/02/02 11:59:06.906",,,,,,,10.74,,,,,
"2018/02/02 11:59:14.400",,,12.96,,,,,,,,,
"2018/02/02 11:59:56.906",,,,11.15,,,,,,,,
"2018/02/02 12:00:49.393",,,,,,,,12.15,,,,
"2018/02/02 12:01:04.393",,,,,,,,,10.64,,,
"2018/02/02 12:01:24.393",,,,,,10.84,,,,,,
"2018/02/02 12:01:26.906",,,,,,,,,,,11.15,
"2018/02/02 12:01:36.905",11.59,,,,,,,,,,,
"2018/02/02 12:01:39.397",,,,,12.01,,,,,,,
"2018/02/02 12:01:46.987",,12.5,,,,,,,,,,
"2018/02/02 12:01:49.398",,,12.45,,,,,,,12.47,,
"2018/02/02 12:02:04.404",,,,,,,10.23,,,,,
"2018/02/02 12:02:49.400",,,,10.64,,,,,,,,
"2018/02/02 12:04:06.979",,,,,,,,11.64,,,,
"2018/02/02 12:04:14.393",,,,,,10.33,,,,,,
"2018/02/02 12:04:16.979",11.08,,,,,,,,,,,
"2018/02/02 12:04:21.900",,,,,11.5,,,,,,,
"2018/02/02 12:04:29.403",,,,,,,,,10.13,,,
"2018/02/02 12:04:34.399",,,11.93,,,,,,,,,
"2018/02/02 12:04:36.905",,11.98,,,,,,,,,,
"2018/02/02 12:04:54.402",,,,,,,,,,,10.64,
"2018/02/02 12:05:01.901",,,,,,,9.72,,,,,
"2018/02/02 12:05:14.394",,,,,,,,,,11.96,,
"2018/02/02 12:05:44.397",,,,10.13,,,,,,,,
"2018/02/02 12:07:09.392",10.57,,,,,,,,,,,
"2018/02/02 12:07:11.889",,,,,10.98,,,,,,,
"2018/02/02 12:07:19.392",,,11.42,,,9.81,,,,,,
"2018/02/02 12:07:31.896",,11.47,,,,,,,,,,
"2018/02/02 12:07:39.397",,,,,,,,11.13,,,,
"2018/02/02 12:08:16.982",,,,,,,,,9.62,,,
"2018/02/02 12:08:24.395",,,,,,,9.2,,,,,
"2018/02/02 12:08:49.386",,,,,,,,,,,10.13,
"2018/02/02 12:08:51.896",,,,9.62,,,,,,,,
"2018/02/02 12:08:59.395",,,,,,,,,,11.45,,
"2018/02/02 12:10:14.390",,,,,10.47,,,,,,,
"2018/02/02 12:10:16.976",10.06,,10.91,,,,,,,,,
"2018/02/02 12:10:39.384",,10.96,,,,,,,,,,
"2018/02/02 12:10:59.403",,,,,,9.3,,,,,,
"2018/02/02 12:11:49.397",,,,,,,,10.62,,,,
"2018/02/02 12:12:16.979",,,,,,,8.69,,,,,
"2018/02/02 12:12:26.908",,,,9.11,,,,,,,,
"2018/02/02 12:12:54.405",,,,,,,,,9.11,,,
"2018/02/02 12:13:19.400",,,10.4,,,,,,,,,
"2018/02/02 12:13:24.401",,,,,9.96,,,,,,,
"2018/02/02 12:13:26.913",,,,,,,,,,10.94,,
"2018/02/02 12:13:31.891",9.55,,,,,,,,,,,
"2018/02/02 12:13:36.900",,,,,,,,,,,9.62,
"2018/02/02 12:14:04.398",,10.45,,,,,,,,,,
"2018/02/02 12:14:59.395",,,,,,8.79,,,,,,
"2018/02/02 12:16:09.392",,,,8.6,,,,,,,,
"2018/02/02 12:16:34.393",,,9.89,,,,,,,,,
"2018/02/02 12:16:41.895",,,,,,,8.18,,,,,
"2018/02/02 12:16:46.982",,,,,,,,10.11,,,,
"2018/02/02 12:16:49.391",,,,,9.45,,,,,,,
"2018/02/02 12:17:14.394",9.03,,,,,,,,,,,
"2018/02/02 12:17:41.886",,9.94,,,,,,,,,,
"2018/02/02 12:18:19.390",,,,,,,,,8.6,,,
"2018/02/02 12:18:31.893",,,,,,,,,,10.42,,
"2018/02/02 12:18:56.899",,,,,,,,,,,9.11,
"2018/02/02 12:19:26.911",,,,,,8.28,,,,,,
"2018/02/02 12:19:59.394",,,9.38,,,,,,,,,
"2018/02/02 12:20:19.396",,,,8.08,,,,,,,,
"2018/02/02 12:20:31.894",,,,,8.94,,,,,,,
"2018/02/02 12:20:56.911",8.52,,,,,,,,,,,
"2018/02/02 12:21:41.897",,,,,,,7.67,,,,,
"2018/02/02 12:21:44.386",,9.42,,,,,,,,,,
"2018/02/02 12:22:14.387",,,,,,,,9.59,,,,
"2018/02/02 12:23:49.401",,,8.86,,,,,,,,,
"2018/02/02 12:24:11.899",,,,,,,,,,9.91,,
"2018/02/02 12:24:21.901",,,,,,,,,8.08,,,
"2018/02/02 12:24:26.907",,,,,8.42,,,,,,,
"2018/02/02 12:24:41.894",,,,,,7.77,,,,,,
"2018/02/02 12:24:54.394",,,,7.57,,,,,,,,
"2018/02/02 12:25:09.393",,,,,,,,,,,8.6,
"2018/02/02 12:25:14.392",8.01,,,,,,,,,,,
"2018/02/02 12:26:09.398",,8.91,,,,,,,,,,
"2018/02/02 12:27:51.902",,,,,,,7.16,,,,,
"2018/02/02 12:28:01.896",,,8.35,,,,,,,,,
"2018/02/02 12:28:56.903",,,,,7.91,,,,,,,
"2018/02/02 12:29:16.985",,,,,,,,9.08,,,,
"2018/02/02 12:30:06.913",7.5,,,,,,,,,,,
"2018/02/02 12:30:11.895",,,,7.06,,,,,,,,
"2018/02/02 12:30:56.906",,8.4,,,,,,,,,,
"2018/02/02 12:31:04.394",,,,,,7.25,,,,,,
"2018/02/02 12:31:24.392",,,,,,,,,,9.4,,
"2018/02/02 12:32:29.399",,,,,,,,,7.57,,,
"2018/02/02 12:32:31.888",,,7.84,,,,,,,,,
"2018/02/02 12:32:54.392",,,,,,,,,,,8.08,
"2018/02/02 12:33:56.909",,,,,7.4,,,,,,,
"2018/02/02 12:35:19.389",,,,,,,6.65,,,,,
"2018/02/02 12:35:39.397",6.99,,,,,,,,,,,
"2018/02/02 12:36:11.893",,,,6.55,,,,,,,,
"2018/02/02 12:36:36.907",,7.89,,,,,,,,,,
"2018/02/02 12:37:34.396",,,,,,,,8.57,,,,
"2018/02/02 12:37:39.387",,,7.33,,,,,,,,,
"2018/02/02 12:39:01.885",,,,,,6.74,,,,,,
"2018/02/02 12:39:34.399",,,,,6.89,,,,,,,
"2018/02/02 12:40:09.399",,,,,,,,,,8.89,,
"2018/02/02 12:42:06.906",6.47,,,,,,,,,,,
"2018/02/02 12:43:04.394",,,,,,,,,7.06,,,
"2018/02/02 12:43:21.897",,,,,,,,,,,7.57,
"2018/02/02 12:43:24.392",,7.38,,,,,,,,,,
"2018/02/02 12:43:34.387",,,,6.04,,,,,,,,
"2018/02/02 12:43:44.388",,,6.82,,,,,,,,,
"2018/02/02 12:45:24.392",,,,,,,6.13,,,,,
"2018/02/02 12:46:26.912",,,,,6.38,,,,,,,
"2018/02/02 12:49:04.393",,,,,,,,8.06,,,,
"2018/02/02 12:49:36.902",,,,,,6.23,,,,,,
"2018/02/02 12:50:11.895",5.96,,,,,,,,,,,
"2018/02/02 12:50:51.888",,,6.3,,,,,,,,,
"2018/02/02 12:51:34.398",,6.86,,,,,,,,,,
"2018/02/02 12:51:54.396",,,,,,,,,,8.38,,
"2018/02/02 12:53:04.394",,,,5.52,,,,,,,,
"2018/02/02 12:54:31.893",,,,,5.87,,,,,,,
"2018/02/02 12:57:59.399",,,,,,,,,,,7.06,
"2018/02/02 12:58:54.396",,,,,,,,,6.55,,,
"2018/02/02 12:59:34.400",,,5.79,,,,,,,,,
"2018/02/02 13:00:34.406",5.45,,,,,,,,,,,
"2018/02/02 13:01:11.898",,,,,,,5.62,,,,,
"2018/02/02 13:02:36.899",,6.35,,,,,,,,,,
"2018/02/02 13:06:06.901",,,,,5.35,,,,,,,
"2018/02/02 13:06:56.906",,,,5.01,,,,,,,,
