,TK_PLCS/FPIX/crate02/module06/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_03.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_03.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_08.value.converted:_original.._value,
,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,
"2018/01/27 13:44:13.924",,,,,,,,,,19.43,,,,,,,
"2018/01/27 13:44:48.944",,,,,,,,,19.6,,,,,,,,
"2018/01/27 13:45:29.019",,,,,,,,,,,,,19.55,,,,
"2018/01/27 13:45:38.945",,,,,,14.1,,,,,,,,,,,
"2018/01/27 13:47:23.923",,,,,,,,,,18.92,,,,,,,
"2018/01/27 13:47:29.011",,18.92,,,,,,,,,,,,,,,
"2018/01/27 13:47:48.934",19.04,,,,,,,,,,,,,,,,
"2018/01/27 13:47:51.419",,,,,,,,,19.09,,,,,,,,
"2018/01/27 13:49:03.925",,,,,,,,14.32,,,,,,,,,
"2018/01/27 13:49:23.928",,,,,,,,,,,,,,,19.11,,
"2018/01/27 13:49:46.418",,,,,,,,,,,,,19.04,,,,
"2018/01/27 13:50:41.420",,,,,,,,,,,,,,18.92,,,
"2018/01/27 13:51:16.422",,,,,,,,,,,,19.01,,,,,
"2018/01/27 13:51:46.426",,,,,,,,,,18.4,,,,,,,
"2018/01/27 13:51:48.938",,,,15.13,,,,,,,18.99,,,,,,
"2018/01/27 13:52:01.425",,,,,,,,,18.57,,,,,,,,
"2018/01/27 13:52:06.422",,18.4,,,,,,,,,,,,,,,
"2018/01/27 13:52:59.004",18.53,,,,,,,,,,,,,,,,
"2018/01/27 13:54:23.929",,,,,14.76,,,,,,,,,,,,
"2018/01/27 13:54:33.921",,,,,,,14.81,,,,,,,,,,
"2018/01/27 13:54:51.430",,,,,,,,,,,,,,,,18.48,
"2018/01/27 13:55:11.426",,,,,,14.62,,,,,,,,,,,
"2018/01/27 13:56:48.933",,,15.15,,,,,,,,,,,,,,
"2018/01/27 13:58:21.423",,,,,,,,,,,,,18.53,,,,
"2018/01/27 13:58:36.431",,,,,,,,,,17.89,,,,,,,
"2018/01/27 13:58:38.949",,,,,,,,,18.06,,,,,,,,
"2018/01/27 13:58:53.934",,,,,,,,14.84,,,,,,,,,
"2018/01/27 13:59:38.939",,17.89,,,,,,,,,,,,,,,
"2018/01/27 14:00:29.013",,,,,,,,,,,,,,,18.6,,
"2018/01/27 14:00:43.933",,,,,,,,,,,,18.5,,,,,
"2018/01/27 14:01:08.940",18.01,,,,,,,,,,,,,,,,
"2018/01/27 14:01:33.929",,,,,,,,,,,18.48,,,,,,
"2018/01/27 14:01:46.423",,,,,,,,,,,,,,18.4,,,
"2018/01/27 14:07:16.424",,,,,15.28,,,,,,,,,,,,
"2018/01/27 14:07:23.930",,,,,,,15.33,,,,,,,,,,
"2018/01/27 14:08:23.920",,,,,,15.13,,,,,,,,,,,
"2018/01/27 14:11:26.434",,,,,,,,15.35,,,,,,,,,
"2018/01/27 14:14:08.941",,,15.67,,,,,,,,,,,,,,
"2018/01/27 14:14:23.930",,,,15.64,,,,,,,,,,,,,
"2018/01/27 14:21:11.436",,,,,,,15.84,,,,,,,,,,
"2018/01/27 14:22:01.433",,,,,15.79,,,,,,,,,,,,
"2018/01/27 14:23:48.991",,,,,,15.64,,,,,,,,,,,
"2018/01/27 14:25:18.931",,,,,,,,15.87,,,,,,,,,
"2018/01/27 14:30:21.422",,,16.18,,,,,,,,,,,,,,
"2018/01/27 14:31:38.941",,,,16.16,,,,,,,,,,,,,
"2018/01/27 14:36:23.922",,,,,,,16.36,,,,,,,,,,
"2018/01/27 14:37:16.423",,,,,16.31,,,,,,,,,,,,
"2018/01/27 14:39:08.936",,,,,,16.16,,,,,,,,,,,
"2018/01/27 14:40:28.998",,,,,,,,16.38,,,,,,,,,
"2018/01/27 14:44:48.941",,,,,,,,,17.55,,,,,,,,
"2018/01/27 14:45:16.421",,,,,,,,,,17.38,,,,,,,
"2018/01/27 14:45:38.934",,17.38,,,,,,,,,,,,,,,
"2018/01/27 14:45:51.427",,,,,,,,,,,,,18.01,,,,
"2018/01/27 14:46:08.932",,,,,,,,,,,,,,,,17.97,
"2018/01/27 14:46:21.425",17.5,,,,,,,,,,,,,,,,
"2018/01/27 14:47:13.934",,,,,,,,,,,,17.99,,,,,
"2018/01/27 14:47:29.017",,,,,,,,,,,,,,17.89,,,
"2018/01/27 14:47:33.927",,,,,,,,,,,,,,,18.09,,
"2018/01/27 14:47:53.922",,,,,,,,,,,17.97,,,,,,
"2018/01/27 14:48:08.938",,,,,,,,,,,,,17.5,,,,
"2018/01/27 14:48:18.938",,,,,,,,,,,,,,,,17.45,
"2018/01/27 14:48:21.429",,,,,,,,,,16.87,,,,,,,
"2018/01/27 14:48:26.432",,,,,,,,,17.04,,,,,,,,
"2018/01/27 14:48:43.930",,16.87,,,,,,,,,,,,,,,
"2018/01/27 14:49:31.433",16.99,,,,,,,,,,,,,,,,
"2018/01/27 14:49:48.938",,,,,,,,,,,,17.48,,,,,
"2018/01/27 14:49:53.935",,,,,,,,,,,,,,17.38,,,
"2018/01/27 14:49:56.430",,,,,,,,,,,,,,,17.58,,
"2018/01/27 14:50:18.930",,,,,,,,,,,,,16.99,,,,
"2018/01/27 14:50:21.429",,,,,,,,,,,,,,,,16.94,
"2018/01/27 14:50:33.925",,,,,,,,,,,17.45,,,,,,
"2018/01/27 14:51:08.939",,,,,,,,,,16.36,,,,,,,
"2018/01/27 14:51:21.432",,16.36,,,,,,,,,,,,,,,
"2018/01/27 14:51:26.426",,,,,,,,,16.53,,,,,,,,
"2018/01/27 14:52:01.437",,,,,,,,,,,,,,16.87,,,
"2018/01/27 14:52:03.934",,,15.67,,,,,,,,,,,,,,
"2018/01/27 14:52:06.432",16.48,,,,,,,,,,,16.97,,,17.06,,
"2018/01/27 14:52:18.934",,,,,,,,,,,,,16.48,,,,
"2018/01/27 14:52:21.432",,,,,,,,,,,,,,,,16.43,
"2018/01/27 14:52:51.428",,,,,,,,,,,16.94,,,,,,
"2018/01/27 14:53:18.937",,,,,,,,,,15.84,,,,,,,
"2018/01/27 14:53:31.434",,,,,,,15.84,,,,,,,,,,
"2018/01/27 14:53:36.422",,15.84,,,,,,,,,,,,,,,
"2018/01/27 14:53:59.006",,,,,15.79,,,,,,,,,,,,
"2018/01/27 14:54:03.934",,,,,,,,,,,,,,16.36,16.55,,
"2018/01/27 14:54:06.425",,,,,,,,,16.01,,,,,,,,
"2018/01/27 14:54:13.921",,,,,,,,,,,,16.45,,,,,
"2018/01/27 14:54:16.430",,,,,,,,,,,,,15.96,,,15.91,
"2018/01/27 14:54:21.430",15.96,,,,,,,,,,,,,,,,
"2018/01/27 14:55:01.433",,,,,,,,,,,16.43,,,,,,
"2018/01/27 14:55:18.938",,,15.15,,,,,,,,,,,,,,
"2018/01/27 14:55:36.430",,,,15.64,,,,,,,,,,,,,
"2018/01/27 14:55:41.431",,15.33,,,,,,,,15.33,,,,,,,
"2018/01/27 14:56:01.436",,,,,,,,,,,,,,15.84,,,
"2018/01/27 14:56:03.933",,,,,,,,,,,,,,,16.04,,
"2018/01/27 14:56:16.430",,,,,,,,,,,,15.94,15.45,,,15.4,
"2018/01/27 14:56:33.923",,,,,,,,,15.5,,,,,,,,
"2018/01/27 14:56:51.419",15.45,,,,,,,,,,,,,,,,
"2018/01/27 14:57:08.943",,,,,,,,,,,15.91,,,,,,
"2018/01/27 14:57:13.925",,,,,,,15.33,,,,,,,,,,
"2018/01/27 14:58:03.937",,,,,,15.64,,,,,,,,,,,
"2018/01/27 14:58:06.423",,,,,15.28,,,,,,,,,15.33,,,
"2018/01/27 14:58:08.945",,,,,,,,,,14.81,,,,,15.52,,
"2018/01/27 14:58:11.425",,14.81,,,,,,,,,,,,,,,
"2018/01/27 14:58:21.436",,,,,,,,,,,,,14.93,,,,
"2018/01/27 14:58:23.926",,,,,,,,,,,,15.42,,,,,
"2018/01/27 14:58:31.424",,,14.64,,,,,,,,,,,,,14.88,
"2018/01/27 14:58:33.927",,,,,,,,15.87,,,,,,,,,
"2018/01/27 14:59:18.947",14.93,,,,,,,,14.98,,15.4,,,,,,
"2018/01/27 14:59:36.422",,,,15.13,,,,,,,,,,,,,
"2018/01/27 15:00:16.438",,,,,,,,,,,,,,14.81,,,
"2018/01/27 15:00:21.432",,,,,,,,,,14.3,,,,,,,
"2018/01/27 15:00:23.937",,,,,,,,,,,,,,,15.01,,
"2018/01/27 15:00:26.430",,14.3,,,,,,,,,,,,,,,
"2018/01/27 15:00:38.941",,,,,,,,,,,,14.91,14.42,,,,
"2018/01/27 15:00:41.434",,,,,,,14.81,,,,,,,,,,
"2018/01/27 15:00:59.006",,,,,,,,,,,,,,,,14.37,
"2018/01/27 15:01:36.430",,,14.13,,,,,,,,14.88,,,,,,
"2018/01/27 15:01:46.429",,,,,14.76,,,,,,,,,,,,
"2018/01/27 15:01:48.938",14.42,,,,,,,,,,,,,,,,
"2018/01/27 15:01:59.006",,,,,,,,,14.47,,,,,,,,
"2018/01/27 15:02:31.430",,,,,,15.13,,,,,,,,,,,
"2018/01/27 15:02:33.932",,,,,,,,,,,,,,14.3,,,
"2018/01/27 15:02:43.929",,,,,,,,,,,,,,,14.49,,
"2018/01/27 15:03:01.433",,,,,,,,,,,,14.4,,,,,
"2018/01/27 15:03:03.928",,,,,,,,,,,,,13.91,,,,
"2018/01/27 15:03:06.431",,13.79,,,,,,,,,,,,,,,
"2018/01/27 15:03:08.945",,,,14.62,,,,15.35,,13.79,,,,,,,
"2018/01/27 15:03:33.930",,,,,,,,,,,,,,,,13.86,
"2018/01/27 15:04:03.934",,,,,,,14.3,,,,14.37,,,,,,
"2018/01/27 15:04:11.429",13.91,,,,,,,,,,,,,,,,
"2018/01/27 15:04:29.008",,,,,,,,,13.96,,,,,,,,
"2018/01/27 15:04:41.427",,,13.62,,,,,,,,,,,,,,
"2018/01/27 15:05:01.422",,,,,,,,,,,,,,13.79,,,
"2018/01/27 15:05:16.436",,,,,14.25,,,,,,,,,,13.98,,
"2018/01/27 15:05:26.428",,13.28,,,,,,,,,,,,,,,
"2018/01/27 15:05:36.436",,,,,,,,,,,,13.88,,,,,
"2018/01/27 15:05:38.934",,,,,,,,,,13.28,,,,,,,
"2018/01/27 15:05:43.925",,,,,,,,,,,,,13.4,,,,
"2018/01/27 15:06:21.425",,,,,,14.62,,,,,,,,,,,
"2018/01/27 15:06:26.433",,,,,,,,,,,,,,,,13.35,
"2018/01/27 15:06:36.436",,,,14.1,,,,,,,,,,,,,
"2018/01/27 15:06:41.434",13.4,,,,,,,,,,13.86,,,,,,
"2018/01/27 15:07:06.425",,,,,,,,,13.45,,,,,,,,
"2018/01/27 15:07:08.948",,,,,,,,14.84,,,,,,,,,
"2018/01/27 15:07:29.008",,,,,,,13.79,,,,,,,,,,
"2018/01/27 15:07:38.943",,,,,,,,,,,,,,13.28,,,
"2018/01/27 15:07:53.927",,,13.1,,,,,,,,,,,,,,
"2018/01/27 15:07:59.011",,,,,,,,,,,,,,,13.47,,
"2018/01/27 15:08:06.430",,12.76,,,,,,,,,,,,,,,
"2018/01/27 15:08:21.431",,,,,,,,,,,,13.37,,,,,
"2018/01/27 15:08:26.434",,,,,,,,,,12.76,,,,,,,
"2018/01/27 15:08:41.430",,,,,,,,,,,,,12.89,,,,
"2018/01/27 15:08:46.436",,,,,13.74,,,,,,,,,,,,
"2018/01/27 15:09:29.010",,,,,,,,,,,13.35,,,,,,
"2018/01/27 15:09:36.423",,,,,,,,,,,,,,,,12.84,
"2018/01/27 15:09:39.007",12.89,,,,,,,,,,,,,,,,
"2018/01/27 15:09:59.015",,,,13.59,,,,,12.93,,,,,,,,
"2018/01/27 15:10:08.936",,,,,,14.1,,,,,,,,,,,
"2018/01/27 15:10:36.433",,,,,,,,,,,,,,12.76,,,
"2018/01/27 15:10:51.438",,,,,,,,14.32,,,,,,,,,
"2018/01/27 15:10:59.033",,,,,,,13.28,,,,,,,,,,
"2018/01/27 15:11:01.434",,,,,,,,,,,,,,,12.96,,
"2018/01/27 15:11:03.939",,12.25,,,,,,,,,,,,,,,
"2018/01/27 15:11:21.429",,,12.59,,,,,,,,,12.86,,,,,
"2018/01/27 15:11:51.439",,,,,,,,,,12.25,,,,,,,
"2018/01/27 15:11:53.932",,,,,,,,,,,,,12.37,,,,
"2018/01/27 15:12:18.938",,,,,13.23,,,,,,,,,,,,
"2018/01/27 15:12:36.426",,,,,,,,,,,12.84,,,,,,
"2018/01/27 15:12:48.938",12.37,,,,,,,,,,,,,,,,
"2018/01/27 15:13:06.420",,,,,,,,,,,,,,,,12.32,
"2018/01/27 15:13:43.927",,,,,,13.59,,,,,,,,,,,
"2018/01/27 15:13:51.432",,,,13.08,,,,,,,,,,,,,
"2018/01/27 15:13:53.926",,,,,,,,,,,,,,12.25,,,
"2018/01/27 15:14:13.933",,11.74,,,,,,,,,,,,,,,
"2018/01/27 15:14:21.426",,,,,,,,,,,,,,,12.45,,
"2018/01/27 15:14:29.009",,,,,,,12.76,,,,,,,,,,
"2018/01/27 15:14:31.434",,,,,,,,13.81,,,,,,,,,
"2018/01/27 15:14:48.939",,,,,,,,,,,,12.35,,,,,
"2018/01/27 15:14:56.430",,,,,,,,,12.42,,,,,,,,
"2018/01/27 15:15:21.428",,,12.08,,,,,,,,,,,,,,
"2018/01/27 15:15:59.006",,,,,12.71,,,,,,,,,,,,
"2018/01/27 15:16:03.930",,,,,,,,,,,,,11.86,,,,
"2018/01/27 15:16:11.428",,,,,,,,,,,12.32,,,,,,
"2018/01/27 15:16:59.088",11.86,,,,,,,,,,,,,,,,
"2018/01/27 15:17:33.932",,,,,,13.08,,,,,,,,,,,
"2018/01/27 15:17:46.433",,,,,,,,,,,,,,,,11.81,
"2018/01/27 15:17:48.941",,,,12.57,,,,,,,,,,,,,
"2018/01/27 15:17:59.015",,,,,,,,,,11.74,,,,,,,
"2018/01/27 15:18:01.438",,,,,,,,,,,,,,11.74,,,
"2018/01/27 15:18:03.934",,11.23,,,,,,,,,,,,,,,
"2018/01/27 15:18:21.430",,,,,,,,13.3,,,,,,,,,
"2018/01/27 15:18:33.929",,,,,,,12.25,,,,,,,,11.93,,
"2018/01/27 15:19:21.428",,,,,,,,,,,,11.84,,,,,
"2018/01/27 15:19:48.930",,,11.57,,,,,,,,,,,,,,
"2018/01/27 15:20:13.932",,,,,12.2,,,,,,,,,,,,
"2018/01/27 15:20:41.426",,,,,,,,,11.91,,,,,,,,
"2018/01/27 15:20:48.938",,,,,,,,,,,11.81,,,,,,
"2018/01/27 15:21:11.429",11.35,,,,,,,,,,,,,,,,
"2018/01/27 15:21:21.429",,,,,,,,,,,,,11.35,,,,
"2018/01/27 15:21:48.934",,,,,,12.57,,,,,,,,,,,
"2018/01/27 15:22:23.926",,,,,,,,12.79,,,,,,,,,
"2018/01/27 15:22:29.084",,,,12.06,,,,,,,,,,,,,
"2018/01/27 15:22:43.928",,,,,,,11.74,,,,,,,,,,
"2018/01/27 15:22:56.433",,,,,,,,,,,,,,11.23,,,
"2018/01/27 15:23:08.939",,,,,,,,,,,,,,,,11.3,
"2018/01/27 15:23:11.431",,10.72,,,,,,,,,,,,,,,
"2018/01/27 15:23:43.933",,,,,,,,,,,,,,,11.42,,
"2018/01/27 15:24:11.425",,,,,11.69,,,,,,,,,,,,
"2018/01/27 15:24:51.433",,,,,,,,,,,,11.33,,,,,
"2018/01/27 15:25:41.422",,,11.06,,,,,,,,,,,,,,
"2018/01/27 15:26:18.940",,,,,,12.06,,,,,,,,,,,
"2018/01/27 15:26:48.954",,,,,,,,12.28,,,,,,,,,
"2018/01/27 15:27:23.928",,,,,,,,,,,11.3,,,,,,
"2018/01/27 15:27:29.017",,,,,,,11.23,,,,,,,,,,
"2018/01/27 15:27:33.927",,,,,,,,,,11.23,,,,,,,
"2018/01/27 15:28:43.935",,,,11.54,,,,,,,,,,,,,
"2018/01/27 15:29:13.931",10.84,,,,,,,,,,,,,,,,
"2018/01/27 15:29:33.934",,,,,,,,,,,,,10.84,,,,
"2018/01/27 15:29:49.007",,,,,11.18,,,,,,,,,,,,
"2018/01/27 15:30:03.931",,10.2,,,,,,,,,,,,,,,
"2018/01/27 15:30:59.004",,,,,,,,,,,,,,10.72,,,
"2018/01/27 15:31:26.430",,,,,,,,,,,,,,,,10.79,
"2018/01/27 15:31:46.429",,,,,,,,,,,,,,,10.91,,
"2018/01/27 15:31:51.423",,,,,,11.54,,,,,,,,,,,
"2018/01/27 15:31:56.429",,,,,,,,11.76,,,,,,,,,
"2018/01/27 15:32:06.425",,,10.55,,,,,,,,,,,,,,
"2018/01/27 15:33:01.425",,,,,,,10.72,,,,,10.81,,,,,
"2018/01/27 15:33:51.422",,,,,,,,,11.4,,,,,,,,
"2018/01/27 15:35:21.421",,,,11.03,,,,,,,,,,,,,
"2018/01/27 15:35:29.017",,,,,10.67,,,,,,,,,,,,
"2018/01/27 15:36:13.926",,,,,,,,,,,10.79,,,,,,
"2018/01/27 15:37:16.430",,,,,,,,,,10.72,,,,,,,
"2018/01/27 15:37:26.437",,,,,,,,11.25,,,,,,,,,
"2018/01/27 15:37:38.943",10.33,,,,,,,,,,,,,,,,
"2018/01/27 15:37:43.929",,,,,,11.03,,,,,,,,,,,
"2018/01/27 15:38:56.428",,,,,,,10.2,,,,,,10.33,,,,
"2018/01/27 15:39:06.439",,,10.03,,,,,,,,,,,,,,
"2018/01/27 15:39:11.433",,9.69,,,,,,,,,,,,,,,
"2018/01/27 15:40:01.434",,,,,,,,,,,,,,10.2,,,
"2018/01/27 15:40:13.922",,,,,,,,,,,,,,,,10.28,
"2018/01/27 15:40:56.438",,,,,,,,,,,,,,,10.4,,
"2018/01/27 15:41:56.428",,,,,10.16,,,,,,,,,,,,
"2018/01/27 15:42:43.932",,,,,,,,,,,,10.3,,,,,
"2018/01/27 15:43:03.920",,,,10.52,,,,,,,,,,,,,
"2018/01/27 15:43:31.434",,,,,,,,,10.89,,,,,,,,
"2018/01/27 15:43:59.011",,,,,,,,10.74,,,,,,,,,
"2018/01/27 15:44:38.939",,,,,,10.52,,,,,,,,,,,
"2018/01/27 15:45:31.435",,,,,,,,,,,10.28,,,,,,
"2018/01/27 15:45:43.936",,,,,,,,,,10.2,,,,,,,
"2018/01/27 15:45:46.430",9.81,,,,,,,,,,,,,,,,
"2018/01/27 15:46:13.936",,,,,,,9.69,,,,,,,,,,
"2018/01/27 15:46:41.438",,9.18,,,,,,,,,,,,,,,
"2018/01/27 15:47:03.934",,,9.52,,,,,,,,,,,,,,
"2018/01/27 15:47:11.436",,,,,,,,,,,,,9.81,,,,
"2018/01/27 15:48:03.928",,,,,,,,,,,,,,,,9.77,
"2018/01/27 15:48:13.923",,,,,,,,,,,,,,9.69,,,
"2018/01/27 15:48:56.433",,,,,,,,,,,,,,,9.89,,
"2018/01/27 15:49:31.439",,,,,9.64,,,,,,,,,,,,
"2018/01/27 15:50:41.424",,,,10.01,,,,,,,,,,,,,
"2018/01/27 15:50:48.940",,,,,,,,,,,,9.79,,,,,
"2018/01/27 15:51:03.928",,,,,,,,10.23,,,,,,,,,
"2018/01/27 15:51:56.426",,,,,,10.01,,,,,,,,,,,
"2018/01/27 15:52:03.940",,,,,,,,,10.37,,,,,,,,
"2018/01/27 15:53:53.930",,,,,,,,,,,9.77,,,,,,
"2018/01/27 15:54:06.431",,,,,,,9.18,,,,,,,,,,
"2018/01/27 15:54:43.928",9.3,,,,,,,,,,,,,,,,
"2018/01/27 15:54:48.942",,,,,,,,,,9.69,,,,,,,
"2018/01/27 15:55:13.932",,,9.01,,,,,,,,,,,,,,
"2018/01/27 15:55:33.929",,8.67,,,,,,,,,,,,,,,
"2018/01/27 15:56:33.924",,,,,,,,,,,,,9.3,,,,
"2018/01/27 15:57:29.005",,,,,,,,,,,,,,,,9.25,
"2018/01/27 15:57:31.426",,,,,,,,,,,,,,9.18,,,
"2018/01/27 15:57:33.927",,,,,9.13,,,,,,,,,,,,
"2018/01/27 15:58:36.426",,,,,,,,,,,,,,,9.38,,
"2018/01/27 15:58:53.928",,,,,,,,9.72,,,,,,,,,
"2018/01/27 15:59:11.425",,,,9.5,,,,,,,,,,,,,
"2018/01/27 16:00:18.933",,,,,,9.5,,,,,,,,,,,
"2018/01/27 16:01:11.424",,,,,,,,,9.86,,,9.28,,,,,
"2018/01/27 16:03:08.943",,,,,,,8.67,,,,,,,,,,
"2018/01/27 16:04:16.433",,,,,,,,,,,9.25,,,,,,
"2018/01/27 16:04:18.941",8.79,,,,,,,,,,,,,,,,
"2018/01/27 16:04:23.937",,,,,,,,,,9.18,,,,,,,
"2018/01/27 16:04:41.433",,,8.5,,,,,,,,,,,,,,
"2018/01/27 16:05:23.927",,8.16,,,,,,,,,,,,,,,
"2018/01/27 16:07:01.433",,,,,8.62,,,,,,,,,,,,
"2018/01/27 16:07:18.942",,,,,,,,,,,,,8.79,,,,
"2018/01/27 16:07:51.430",,,,,,,,9.2,,,,,,,,,
"2018/01/27 16:08:01.431",,,,,,,,,,,,,,,,8.74,
"2018/01/27 16:08:08.936",,,,,,,,,,,,,,8.67,,,
"2018/01/27 16:08:38.932",,,,8.99,,,,,,,,,,,,,
"2018/01/27 16:09:03.926",,,,,,,,,,,,,,,8.86,,
"2018/01/27 16:09:08.943",,,,,,8.99,,,,,,,,,,,
"2018/01/27 16:10:53.939",,,,,,,,,9.35,,,,,,,,
"2018/01/27 16:11:56.437",,,,,,,,,,,,8.77,,,,,
"2018/01/27 16:13:41.435",,,,,,,8.16,,,,,,,,,,
"2018/01/27 16:14:43.932",,,,,,,,,,8.67,,,,,,,
"2018/01/27 16:15:11.438",,,7.99,,,,,,,,,,,,,,
"2018/01/27 16:15:18.941",8.28,,,,,,,,,,,,,,,,
"2018/01/27 16:15:29.002",,,,,,,,,,,8.74,,,,,,
"2018/01/27 16:17:41.428",,7.64,,,,,,,,,,,,,,,
"2018/01/27 16:17:56.425",,,,,,,,8.69,,,,,,,,,
"2018/01/27 16:18:03.930",,,,,8.11,,,,,,,,,,,,
"2018/01/27 16:19:11.431",,,,8.47,,,,,,,,,,,,,
"2018/01/27 16:19:41.432",,,,,,,,,,,,,8.28,,,,
"2018/01/27 16:19:59.004",,,,,,8.47,,,,,,,,,,,
"2018/01/27 16:20:13.929",,,,,,,,,,,,,,,,8.23,
"2018/01/27 16:20:16.431",,,,,,,,,,,,,,8.16,,,
"2018/01/27 16:20:56.426",,,,,,,,,,,,,,,8.35,,
"2018/01/27 16:21:59.004",,,,,,,,,8.84,,,,,,,,
"2018/01/27 16:24:46.425",,,,,,,,,,,,8.25,,,,,
"2018/01/27 16:25:56.430",,,,,,,7.64,,,,,,,,,,
"2018/01/27 16:27:06.421",,,,,,,,,,8.16,,,,,,,
"2018/01/27 16:27:56.439",7.77,,7.47,,,,,,,,,,,,,,
"2018/01/27 16:28:23.931",,,,,,,,,,,8.23,,,,,,
"2018/01/27 16:29:23.938",,,,,,,,8.18,,,,,,,,,
"2018/01/27 16:30:26.429",,,,,7.6,,,,,,,,,,,,
"2018/01/27 16:30:46.435",,,,7.96,,,,,,,,,,,,,
"2018/01/27 16:30:51.432",,7.13,,,,,,,,,,,,,,,
"2018/01/27 16:31:18.947",,,,,,7.96,,,,,,,,,,,
"2018/01/27 16:34:48.942",,,,,,,,,8.33,,,,,,,,
"2018/01/27 16:35:08.940",,,,,,,,,,,,,7.77,,,,
"2018/01/27 16:35:29.011",,,,,,,,,,,,,,7.64,,,
"2018/01/27 16:35:41.435",,,,,,,,,,,,,,,,7.72,
"2018/01/27 16:36:31.431",,,,,,,,,,,,,,,7.84,,
"2018/01/27 16:40:01.434",,,,,,,,,,,,7.74,,,,,
"2018/01/27 16:40:21.427",,,,,,,7.13,,,,,,,,,,
"2018/01/27 16:41:43.934",,,,,,,,,,7.64,,,,,,,
"2018/01/27 16:41:59.017",,,6.96,,,,,,,,,,,,,,
"2018/01/27 16:42:38.938",,,,,,,,7.67,,,,,,,,,
"2018/01/27 16:43:26.428",7.25,,,,,,,,,,,,,,,,
"2018/01/27 16:44:29.020",,,,,,,,,,,7.72,,,,,,
"2018/01/27 16:44:36.433",,,,7.45,,,,,,,,,,,,,
"2018/01/27 16:44:41.434",,,,,,7.45,,,,,,,,,,,
"2018/01/27 16:44:59.093",,,,,7.08,,,,,,,,,,,,
"2018/01/27 16:49:33.923",,6.62,,,,,,,,,,,,,,,
"2018/01/27 16:50:26.429",,,,,,,,,7.82,,,,,,,,
"2018/01/27 16:53:38.955",,,,,,,,,,,,,7.25,,,,
"2018/01/27 16:53:53.931",,,,,,,,,,,,,,7.13,,,
"2018/01/27 16:54:09.009",,,,,,,,,,,,,,,,7.21,
"2018/01/27 16:54:31.438",,,,,,,,,,,,,,,7.33,,
"2018/01/27 16:57:29.013",,,,,,,6.62,,,,,,,,,,
"2018/01/27 16:58:18.937",,,,,,,,7.16,,,,,,,,,
"2018/01/27 16:58:36.422",,,,,,,,,,,,7.23,,,,,
"2018/01/27 16:59:41.431",,,,,,,,,,7.13,,,,,,,
"2018/01/27 16:59:48.950",,,6.45,,,,,,,,,,,,,,
"2018/01/27 17:00:29.018",,,,,,6.94,,,,,,,,,,,
"2018/01/27 17:00:38.945",,,,6.94,,,,,,,,,,,,,
"2018/01/27 17:02:41.424",6.74,,,,,,,,,,,,,,,,
"2018/01/27 17:02:43.938",,,,,6.57,,,,,,,,,,,,
"2018/01/27 17:03:43.932",,,,,,,,,,,7.21,,,,,,
"2018/01/27 17:09:01.428",,,,,,,,,7.3,,,,,,,,
"2018/01/27 17:10:29.018",,6.11,,,,,,,,,,,,,,,
"2018/01/27 17:17:08.947",,,,,,,,6.65,,,,,,,,,
"2018/01/27 17:19:08.932",,,,,,,,,,,,,,6.62,,,
"2018/01/27 17:19:11.434",,,,,,,6.11,,,,,,,,,,
"2018/01/27 17:19:21.427",,,,,,,,,,,,,6.74,,,,
"2018/01/27 17:19:33.930",,,,,,6.43,,,,,,,,,6.82,,
"2018/01/27 17:19:36.433",,,,,,,,,,,,,,,,6.69,
"2018/01/27 17:21:03.938",,,,6.43,,,,,,,,,,,,,
"2018/01/27 17:22:18.942",,,5.94,,,,,,,,,,,,,,
