,TK_PLCS/FPIX/crate02/module06/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_03.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_03.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_08.value.converted:_original.._value,
,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,
"2018/01/13 00:00:09.093",,,,,,,,23.24,,,,,,,,,
"2018/01/13 14:44:14.086",,,,,,,,,23.46,,,,,,,,
"2018/01/15 08:14:49.093",,,,,,,,,22.95,,,,,,,,
"2018/01/15 09:46:56.594",327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,
"2018/01/15 09:54:54.098",23.34,23.17,23.02,23.02,23.15,23.02,23.17,23.22,23.29,23.12,23.17,23.19,23.22,23.1,23.29,23.15,
"2018/01/15 20:06:59.081",,,,,,,,,,,,,,,,22.63,
"2018/01/15 20:09:21.663",,,,,,,,,,,,,,,22.78,,
"2018/01/15 20:12:16.600",,,,,,,,,,,,,,22.58,,,
"2018/01/15 20:14:46.593",,,,,,,,,,,,22.68,,,,,
"2018/01/15 20:16:26.598",,,,,,,,,,,,,22.7,,,,
"2018/01/15 20:17:09.095",,,,,,,,,,,22.66,,,,,,
"2018/01/15 20:36:49.094",,,,,,,,,22.78,,,,,,,,
"2018/01/15 20:37:39.093",,22.66,,,,,,,,,,,,,,,
"2018/01/15 20:38:59.096",22.83,,,,,,,,,,,,,,,,
"2018/01/15 20:41:19.094",,,,,,,,,,22.61,,,,,,,
"2018/01/15 20:56:21.678",,,22.51,,,,,,,,,,,,,,
"2018/01/15 20:56:59.090",,,,22.51,,,,,,,,,,,,,
"2018/01/15 20:59:09.094",,,,,,,22.66,,,,,,,,,,
"2018/01/15 21:01:41.608",,,,,22.63,,,,,,,,,,,,
"2018/01/15 21:09:04.094",,,,,,22.51,,,,,,,,,,,
"2018/01/15 21:09:49.088",,,,,,,,22.7,,,,,,,,,
"2018/01/15 21:37:59.090",,,,,,,,,,,,,,,,22.12,
"2018/01/15 21:41:16.601",,,,,,,,,,,,,,,22.27,,
"2018/01/15 21:44:06.589",,,,,,,,,,,,,,22.07,,,
"2018/01/15 21:47:24.099",,,,,,,,,,,,,22.19,,,,
"2018/01/15 21:47:39.096",,,,,,,,,,,,22.17,,,,,
"2018/01/15 21:49:51.680",,,,,,,,,,,22.14,,,,,,
"2018/01/15 22:12:26.590",,,,,,,,,22.27,,,,,,,,
"2018/01/15 22:12:46.589",,22.14,,,,,,,,,,,,,,,
"2018/01/15 22:14:01.600",22.31,,,,,,,,,,,,,,,,
"2018/01/15 22:16:29.089",,,,,,,,,,22.09,,,,,,,
"2018/01/15 22:33:24.092",,,,22,,,,,,,,,,,,,
"2018/01/15 22:33:49.092",,,22,,,,,,,,,,,,,,
"2018/01/15 22:36:26.600",,,,,,,22.14,,,,,,,,,,
"2018/01/15 22:40:24.096",,,,,22.12,,,,,,,,,,,,
"2018/01/15 22:44:59.090",,,,,,22,,,,,,,,,,,
"2018/01/15 22:47:41.666",,,,,,,,22.19,,,,,,,,,
"2018/01/15 23:29:04.099",,,,,,,,,,,,,,,,21.61,
"2018/01/15 23:31:01.602",,,,,,,,,,,,,,,21.75,,
"2018/01/15 23:35:59.100",,,,,,,,,,,,,,21.56,,,
"2018/01/15 23:41:09.082",,,,,,,,,,,,21.66,,,,,
"2018/01/15 23:42:54.098",,,,,,,,,,,,,21.68,,,,
"2018/01/15 23:44:19.101",,,,,,,,,,,21.63,,,,,,
"2018/01/16 00:12:06.595",,,,,,,,,21.75,,,,,,,,
"2018/01/16 00:12:31.602",,21.63,,,,,,,,,,,,,,,
"2018/01/16 00:13:56.598",21.8,,,,,,,,,,,,,,,,
"2018/01/16 00:17:26.591",,,,,,,,,,21.58,,,,,,,
"2018/01/16 00:35:59.089",,,,21.49,,,,,,,,,,,,,
"2018/01/16 00:36:11.606",,,21.49,,,,,,,,,,,,,,
"2018/01/16 00:40:26.588",,,,,,,21.63,,,,,,,,,,
"2018/01/16 00:43:06.591",,,,,21.61,,,,,,,,,,,,
"2018/01/16 00:46:34.092",,,,,,21.49,,,,,,,,,,,
"2018/01/16 00:52:26.597",,,,,,,,21.68,,,,,,,,,
"2018/01/16 01:50:56.599",,,,,,,,,,,,,,,,21.1,
"2018/01/16 01:52:56.596",,,,,,,,,,,,,,,21.24,,
"2018/01/16 01:58:34.098",,,,,,,,,,,,,,21.05,,,
"2018/01/16 02:01:31.598",,,,,,,,,,,,21.14,,,,,
"2018/01/16 02:03:01.609",,,,,,,,,,,,,21.17,,,,
"2018/01/16 02:04:26.599",,,,,,,,,,,21.12,,,,,,
"2018/01/16 02:28:56.588",,21.12,,,,,,,,,,,,,,,
"2018/01/16 02:29:09.098",,,,,,,,,21.24,,,,,,,,
"2018/01/16 02:30:19.085",21.29,,,,,,,,,,,,,,,,
"2018/01/16 02:34:51.676",,,,,,,,,,21.07,,,,,,,
"2018/01/16 02:52:06.593",,,,20.97,,,,,,,,,,,,,
"2018/01/16 02:53:34.092",,,20.97,,,,,,,,,,,,,,
"2018/01/16 02:54:59.096",,,,,21.1,,,,,,,,,,,,
"2018/01/16 02:55:14.100",,,,,,,21.12,,,,,,,,,,
"2018/01/16 03:01:36.592",,,,,,20.97,,,,,,,,,,,
"2018/01/16 03:07:21.684",,,,,,,,21.17,,,,,,,,,
"2018/01/16 04:54:24.101",,,,,,,,,,,,,,,,20.58,
"2018/01/16 04:54:51.694",,,,,,,,,,,,,,,20.73,,
"2018/01/16 05:05:34.094",,,,,,,,,,,,,,20.53,,,
"2018/01/16 05:07:06.588",,,,,,,,,,,,20.63,,,,,
"2018/01/16 05:11:19.097",,,,,,,,,,,,,20.65,,,,
"2018/01/16 05:14:01.611",,,,,,,,,,,20.6,,,,,,
"2018/01/16 05:38:01.600",,,,,,,,,20.73,,,,,,,,
"2018/01/16 05:38:06.596",,20.6,,,,,,,,,,,,,,,
"2018/01/16 05:39:04.084",20.78,,,,,,,,,,,,,,,,
"2018/01/16 05:49:26.599",,,,,,,,,,20.56,,,,,,,
"2018/01/16 06:02:34.091",,,,20.46,,,,,,,,,,,,,
"2018/01/16 06:04:56.595",,,20.46,,,,,,,,,,,,,,
"2018/01/16 06:12:21.676",,,,,,,20.6,,,,,,,,,,
"2018/01/16 06:17:14.087",,,,,20.58,,,,,,,,,,,,
"2018/01/16 06:18:36.586",,,,,,20.46,,,,,,,,,,,
"2018/01/16 06:29:16.600",,,,,,,,20.65,,,,,,,,,
"2018/01/16 09:38:11.599",,21.12,,,,,,,,,,,,,,,
"2018/01/16 09:38:26.590",,,,,,,,,21.24,,,,,,,,
"2018/01/16 09:41:26.588",,,,,,,,,,21.07,,,,,,,
"2018/01/16 09:41:41.595",21.29,,,,,,,,,,,,,,,,
"2018/01/16 09:48:36.589",,,,,,,,,21.75,,,,,,,,
"2018/01/16 10:03:11.597",,,,,,,,,,21.58,,,,,,,
"2018/01/16 10:16:31.597",,21.63,,,,,,,,,,,,,,,
"2018/01/16 10:18:04.081",21.8,,,,,,,,,,,,,,,,
"2018/01/16 10:32:51.666",,,,,,,,,21.24,,,,,,,,
"2018/01/16 10:33:29.092",,,,,,,,,,21.07,,,,,,,
"2018/01/16 10:33:56.592",21.29,,,,,,,,,,,,,,,,
"2018/01/16 10:34:11.597",,21.12,,,,,,,,,,,,,,,
"2018/01/16 15:51:26.597",,,,,,,,,,,,,21.17,,,,
"2018/01/16 15:52:59.094",,,,,,,,,,,21.12,,,,,,
"2018/01/16 15:58:31.604",,,20.97,,,,,,,,,,,,,,
"2018/01/16 15:58:51.662",,,,,,,,,,,,,,21.05,,,
"2018/01/16 16:00:06.588",,,,,,,,,,,,21.14,,,,,
"2018/01/16 16:01:31.601",,,,,,,,,,,,,,,,21.1,
"2018/01/16 16:04:06.591",,,,,,,,21.17,,,,,,,,,
"2018/01/16 16:05:56.584",,,,20.97,,,,,,,,,,,,,
"2018/01/16 16:06:36.590",,,,,,,,,,,,,,,21.24,,
"2018/01/16 16:07:11.661",,,,,,20.97,,,,,,,,,,,
"2018/01/16 16:07:19.086",,,,,21.1,,,,,,,,,,,,
"2018/01/16 16:08:54.085",,,,,,,21.12,,,,,,,,,,
"2018/01/17 10:20:16.589",,,,,,,,21.68,,,,,,,,,
"2018/01/17 10:24:44.091",,,21.49,,,,,,,,,,,,,,
"2018/01/17 10:32:14.090",,,,,,21.49,,,,,,,,,,,
"2018/01/17 10:39:16.599",,,,,21.61,,,,,,,,,,,,
"2018/01/17 10:46:04.095",,,,21.49,,,,,,,,,,,,,
"2018/01/17 10:46:31.593",,,,,,,21.63,,,,,,,,,,
"2018/01/17 10:55:06.599",,,,,,,,,,21.58,,,,,,,
"2018/01/17 11:05:16.591",,,,,,,,,21.75,,,,,,,,
"2018/01/17 11:07:36.588",,21.63,,,,,,,,,,,,,,,
"2018/01/17 11:10:51.673",,,,,,,,,,,,,21.68,,,,
"2018/01/17 11:11:44.094",21.8,,,,,,,,,,,,,,,,
"2018/01/17 11:14:26.589",,,,,,,,,,,21.63,,,,,,
"2018/01/17 11:18:04.096",,,,,,,,,,,,,,21.56,,,
"2018/01/17 11:18:34.094",,,,,,,,,,,,21.66,,,,,
"2018/01/17 11:23:04.098",,,,,,,,,,,,,,,,21.61,
"2018/01/17 11:26:34.093",,,,,,,,,,,,,,,21.75,,
"2018/01/17 14:32:26.596",,,,,,,,,,,,,22.19,,,,
"2018/01/17 14:34:49.096",,,,,,,,,,,22.14,,,,,,
"2018/01/17 14:35:09.099",,,,,,,,,,,,,,,,22.12,
"2018/01/17 14:35:49.087",,,,,,,,,,,,,,22.07,,,
"2018/01/17 14:36:59.094",,,,,,,,,,,,22.17,,,,,
"2018/01/17 14:37:06.595",,,,,,,,,,,,,,,22.27,,
"2018/01/17 14:39:54.089",,,,,,,,,,22.09,,,,,,,
"2018/01/17 14:40:44.098",,,,,,,,,22.27,,,,,,,,
"2018/01/17 14:42:54.091",,22.14,,,,,,,,,,,,,,,
"2018/01/17 14:43:31.604",,,22,,,,,,,,,,,,,,
"2018/01/17 14:44:46.587",22.31,,,,,,,,,,,,,,,,
"2018/01/17 14:47:21.677",,,,22,,,,,,,,,,,,,
"2018/01/17 14:47:56.580",,,,,22.12,,,,,,,,,,,,
"2018/01/17 14:48:11.611",,,,,,,22.14,,,,,,,,,,
"2018/01/17 14:48:46.591",,,,,,,,22.19,,,,,,,,,
"2018/01/17 14:49:36.598",,,,,,22,,,,,,,,,,,
"2018/01/17 16:18:06.598",,,,,,,,,,,,,22.7,,,,
"2018/01/17 16:18:11.601",,,,,,,,,,,,,,,,22.63,
"2018/01/17 16:18:21.664",,,,,,,,,22.78,22.61,,,,,,,
"2018/01/17 16:18:26.597",,,,,,,,,,,,,,22.58,,,
"2018/01/17 16:18:36.597",,,,,,,,,,,22.66,,,,22.78,,
"2018/01/17 16:18:39.091",,22.66,,,,,,,,,,,,,,,
"2018/01/17 16:18:51.682",,,,,,,,,,,,22.68,,,,,
"2018/01/17 16:18:56.594",22.83,,,,,,,,,,,,,,,,
"2018/01/17 16:20:34.088",,,22.51,,,,,,,,,,,,,,
"2018/01/17 16:22:14.086",,,,22.51,,,,,,,,,,,,,
"2018/01/17 16:22:41.603",,,,,22.63,,,,,,,,,,,,
"2018/01/17 16:23:11.590",,,,,,,22.66,,,,,,,,,,
"2018/01/17 16:23:19.099",,,,,,,,22.7,,,,,,,,,
"2018/01/17 16:23:24.089",,,,,,22.51,,,,,,,,,,,
"2018/01/18 02:46:39.088",,,,,,,,,,,,,,,,22.12,
"2018/01/18 02:49:59.098",,,,,,,,,,,,,,,22.27,,
"2018/01/18 02:56:24.102",,,,,,,,,,,,,,22.07,,,
"2018/01/18 02:57:21.677",,,,,,,,,,,,22.17,,,,,
"2018/01/18 03:03:31.610",,,,,,,,,,,,,22.19,,,,
"2018/01/18 03:03:41.597",,,,,,,,,,,22.14,,,,,,
"2018/01/18 03:34:26.596",,,,,,,,,22.27,,,,,,,,
"2018/01/18 03:35:29.098",,22.14,,,,,,,,,,,,,,,
"2018/01/18 03:36:21.688",22.31,,,,,,,,,,,,,,,,
"2018/01/18 03:44:29.089",,,,,,,,,,22.09,,,,,,,
"2018/01/18 04:14:11.683",,,,22,,,,,,,,,,,,,
"2018/01/18 04:15:01.616",,,,,22.12,,,,,,,,,,,,
"2018/01/18 04:15:21.673",,,22,,,,,,,,,,,,,,
"2018/01/18 04:17:01.599",,,,,,,22.14,,,,,,,,,,
"2018/01/18 04:19:21.691",,,,,,22,,,,,,,,,,,
"2018/01/18 04:35:31.601",,,,,,,,22.19,,,,,,,,,
"2018/01/18 06:36:31.603",,,,,,,,,,,,,,,,21.61,
"2018/01/18 06:38:09.093",,,,,,,,,,,,,,,21.75,,
"2018/01/18 06:45:51.680",,,,,,,,,,,,,,21.56,,,
"2018/01/18 06:47:54.100",,,,,,,,,,,,21.66,,,,,
"2018/01/18 06:53:14.093",,,,,,,,,,,,,21.68,,,,
"2018/01/18 06:54:21.687",,,,,,,,,,,21.63,,,,,,
"2018/01/18 07:24:26.589",,,,,,,,,21.75,,,,,,,,
"2018/01/18 07:24:44.092",,21.63,,,,,,,,,,,,,,,
"2018/01/18 07:24:51.755",21.8,,,,,,,,,,,,,,,,
"2018/01/18 07:30:56.596",,,,,,,,,,21.58,,,,,,,
"2018/01/18 07:53:46.594",,,,21.49,,,,,,,,,,,,,
"2018/01/18 07:55:04.095",,,21.49,,,,,,,,,,,,,,
"2018/01/18 07:55:26.592",,,,,,,21.63,,,,,,,,,,
"2018/01/18 07:58:04.095",,,,,21.61,,,,,,,,,,,,
"2018/01/18 08:02:54.100",,,,,,21.49,,,,,,,,,,,
"2018/01/18 08:07:44.084",,,,,,,,21.68,,,,,,,,,
"2018/01/18 09:21:19.083",,,,,,,,,,,,,,,,21.1,
"2018/01/18 09:31:54.090",,,,,,,,,,,,,21.17,,,,
"2018/01/18 09:34:04.089",,,,,,,,,,,,21.14,,,,,
"2018/01/18 09:39:21.665",,,,,,,,,,,21.12,,,,,,
"2018/01/18 09:40:14.090",,,,,,,,,,,,,,,21.24,,
"2018/01/18 09:41:54.088",,,,,,,,,,,,,,21.05,,,
"2018/01/18 10:19:56.587",,,20.97,,,,,,,,,,,,,,
"2018/01/18 10:25:49.083",,22.19,,,,,,,,,,,,,,,
"2018/01/18 10:26:29.094",,22.85,,,,,,,,,,,,,,,
"2018/01/18 10:26:46.597",,22.34,,,,,,,,,,,,,,,
"2018/01/18 10:27:29.084",,21.83,,,,,,,,,,,,,,,
"2018/01/18 10:38:31.598",,,,20.97,,,,,,,,,,,,,
"2018/01/18 10:38:49.090",,21.31,,,,,,,,,,,,,,,
"2018/01/18 10:40:19.090",,,,,21.1,,21.12,,,,,,,,,,
"2018/01/18 10:41:59.092",,,,,,,,,21.24,,,,,,,,
"2018/01/18 10:42:11.599",,,,,,,,,,21.07,,,,,,,
"2018/01/18 10:42:59.090",,,,,,20.97,,,,,,,,,,,
"2018/01/18 10:43:09.092",21.29,,,,,,,,,,,,,,,,
"2018/01/18 10:44:44.091",,,,,,,,21.17,,,,,,,,,
"2018/01/18 11:55:31.597",,20.8,,,,,,,,,,,,,,,
"2018/01/18 14:23:24.093",,21.31,,,,,,,,,,,,,,,
"2018/01/18 15:32:31.658",,,,,,,,,21.75,,,,,,,,
"2018/01/18 15:33:29.083",,,,,,,,,,21.58,,,,,,,
"2018/01/18 15:38:04.086",21.8,,,,,,,,,,,,,,,,
"2018/01/18 15:38:29.090",,,,,,,,,22.27,,,,,,,,
"2018/01/18 15:39:06.590",,21.83,,,,,,,,,,,,,,,
"2018/01/18 15:40:49.081",,,,,,,,,,22.09,,,,,,,
"2018/01/18 15:42:24.096",,,,,,,,,22.8,,,,,,,,
"2018/01/18 15:42:41.601",,22.34,,,,,,,,,,,,,,,
"2018/01/18 15:42:44.090",22.31,,,,,,,,,,,,,,,,
"2018/01/18 15:44:14.088",,,,,,,,,23.32,,,,,,,,
"2018/01/18 15:44:49.091",,,,,,,,,,22.61,,,,,,,
"2018/01/18 15:44:54.090",,,,,,,,,,,,,21.68,,,,
"2018/01/18 15:46:19.090",22.83,,,,,,,,,,,,,,,,
"2018/01/18 15:47:44.089",,,,,,,,,,,21.63,,,,,,
"2018/01/18 15:47:56.587",,,,,,,,,,,,21.66,,,,,
"2018/01/18 15:48:56.588",,,,,,,,,,,,,,21.56,,,
"2018/01/18 15:49:16.592",,,,21.49,,,,,,,,,,,,,
"2018/01/18 15:54:41.596",,,21.49,,,,,,,,,,,,,,
"2018/01/18 15:55:51.675",,,,,,,,,22.8,,,,,,,,
"2018/01/18 16:04:19.090",22.31,,,,,,,,,,,,,,,,
"2018/01/18 16:06:21.669",,,,,,,,,,22.09,,,,,,,
"2018/01/18 16:07:59.082",,,,,,,,,22.29,,,,,,,,
"2018/01/18 16:14:56.596",,21.83,,,,,,,,,,,,,,,
"2018/01/18 16:32:29.098",,,,,,,,,21.78,,,,,,,,
"2018/01/18 16:33:29.096",21.8,,,,,,,,,,,,,,,,
"2018/01/18 16:35:36.588",,,,,,,,,,21.58,,,,,,,
"2018/01/18 18:52:11.593",,21.31,,,,,,,,,,,,,,,
"2018/01/18 18:53:56.594",,,,,,,,,21.27,,,,,,,,
"2018/01/18 18:54:36.584",,,,,,,,,,,,,21.17,,,,
"2018/01/18 18:55:01.594",,,,,,,,,,21.07,,,,,,,
"2018/01/18 18:55:19.085",,,,,,,,,,,,21.14,,,,,
"2018/01/18 18:55:36.585",,,,,,,,,,,,,,21.05,,,
"2018/01/18 18:55:39.082",21.29,,,,,,,,,,,,,,,,
"2018/01/18 18:55:44.090",,,20.97,,,,,,,,,,,,,,
"2018/01/18 18:55:46.582",,,,,,,,,,,21.12,,,,,,
"2018/01/18 18:57:34.093",,,,20.97,,,,,,,,,,,,,
"2018/01/18 18:57:49.094",,20.8,,,,,,,,,,,,,,,
"2018/01/18 18:57:59.088",,,,,,,,,20.75,,,,,,,,
"2018/01/18 18:58:11.606",,,,,,,,,,,,,20.65,,,,
"2018/01/18 18:58:16.595",,,,,,,,,,,,,,,,20.58,
"2018/01/18 18:59:14.091",,,,,,,,,,20.56,,,,,,,
"2018/01/18 18:59:34.090",,,,,,,,,,,,20.63,,,,,
"2018/01/18 18:59:59.089",,,,,,,,,,,,,,,20.73,,
"2018/01/18 19:00:04.097",20.78,,,,,,,,,,,,,20.53,,,
"2018/01/18 19:00:06.596",,,,,,,,,,,20.6,,,,,,
"2018/01/18 19:00:31.606",,,20.46,,,,,,,,,,,,,,
"2018/01/18 19:01:14.096",,,,,,,,,,,,,20.14,,,,
"2018/01/18 19:01:31.666",,,,,,,20.6,,,,,,,,,,
"2018/01/18 19:01:36.596",,20.29,,,,,,,,,,,,,,20.06,
"2018/01/18 19:01:41.593",,,,,,,,,20.24,,,,,,,,
"2018/01/18 19:02:56.590",,,,,,,,,,,,20.11,,,,,
"2018/01/18 19:03:09.096",,,,,,,,,,20.04,,,,,,,
"2018/01/18 19:03:16.585",,,,,20.58,,,,,,,,,,,,
"2018/01/18 19:03:31.596",,,,,,,,,,,,,,,20.21,,
"2018/01/18 19:03:34.088",,,,,,,,,,,,,,20.02,,,
"2018/01/18 19:03:36.598",,,,,,,,,,,20.09,,,,,,
"2018/01/18 19:04:01.605",20.26,,,20.46,,,,,,,,,,,,,
"2018/01/18 19:04:21.679",,,,,,,,,,,,,19.62,,,,
"2018/01/18 19:05:09.097",,19.77,,,,,,,19.72,,,,,,,19.55,
"2018/01/18 19:05:24.087",,,19.94,,,,,,,,,,,,,,
"2018/01/18 19:06:16.596",,,,,,,,,,,,19.6,,,,,
"2018/01/18 19:06:51.675",,,,,,,,,,19.53,,,,,,,
"2018/01/18 19:06:56.600",,,,,,,20.09,,,,,,,,,,
"2018/01/18 19:06:59.092",,,,,,,,,,,19.57,,,19.5,,,
"2018/01/18 19:07:04.095",,,,,,,,,,,,,,,19.7,,
"2018/01/18 19:07:19.092",,,,,,,,20.65,,,,,,,,,
"2018/01/18 19:07:21.671",,,,,,20.46,,,,,,,,,,,
"2018/01/18 19:07:44.092",,,,,,,,,,,,,19.11,,,,
"2018/01/18 19:07:51.673",19.75,,,,,,,,,,,,,,,,
"2018/01/18 19:09:01.600",,19.26,,,,,,,,,,,,,,,
"2018/01/18 19:09:04.092",,,,,,,,,19.21,,,,,,,,
"2018/01/18 19:09:06.597",,,,,20.06,,,,,,,,,,,,
"2018/01/18 19:09:09.095",,,,,,,,,,,,,,,,19.04,
"2018/01/18 19:09:39.090",,,,19.94,,,,,,,,,,,,,
"2018/01/18 19:09:59.088",,,,,,,,,,,,19.09,,,,,
"2018/01/18 19:10:46.591",,,,,,,,,,,,,,18.99,,,
"2018/01/18 19:10:49.096",,,,,,,,,,,19.06,,,,,,
"2018/01/18 19:10:59.087",,,,,,,,,,,,,,,19.18,,
"2018/01/18 19:11:04.097",,,19.43,,,,,,,,,,,,,,
"2018/01/18 19:11:14.097",,,,,,,,,,19.01,,,,,,,
"2018/01/18 19:11:56.588",,,,,,,,,,,,,18.6,,,,
"2018/01/18 19:12:09.094",19.23,,,,,,,,,,,,,,,,
"2018/01/18 19:13:16.598",,,,,,,19.57,,,,,,,,,,
"2018/01/18 19:13:19.097",,,,,,19.94,,,,,,,,,,,
"2018/01/18 19:13:39.082",,18.75,,,,,,,,,,,,,,,
"2018/01/18 19:13:44.093",,,,,,,,20.14,,,,,,,,,
"2018/01/18 19:14:01.600",,,,,,,,,18.7,,,,,,,,
"2018/01/18 19:14:04.092",,,,,,,,,,,,,,,,18.53,
"2018/01/18 19:14:24.094",,,,,,,,,,,,18.57,,,,,
"2018/01/18 19:15:14.093",,,,,,,,,,,,,,18.48,,,
"2018/01/18 19:15:19.090",,,,19.43,,,,,,,,,,,,,
"2018/01/18 19:15:26.586",,,,,,,,,,,18.55,,,,,,
"2018/01/18 19:15:29.091",,,,,19.55,,,,,,,,,,,,
"2018/01/18 19:15:36.592",,,,,,,,,,,,,,,18.67,,
"2018/01/18 19:16:11.661",,,,,,,,,,18.5,,,,,,,
"2018/01/18 19:17:09.089",18.72,,,,,,,,,,,,,,,,
"2018/01/18 19:17:24.087",,,,,,,,,,,,,18.09,,,,
"2018/01/18 19:17:26.592",,,18.92,,,,,,,,,,,,,,
"2018/01/18 19:18:51.662",,18.23,,,,,,,,,,,,,,,
"2018/01/18 19:19:39.086",,,,,,,,,18.18,,,,,,,,
"2018/01/18 19:19:46.593",,,,,,19.43,,,,,,,,,,,
"2018/01/18 19:19:59.089",,,,,,,,,,,,18.06,,,,,
"2018/01/18 19:20:19.084",,,,,,,,,,,,,,,,18.01,
"2018/01/18 19:20:24.082",,,,,,,,19.62,,,,,,,,,
"2018/01/18 19:20:34.081",,,,,,,19.06,,,,,,,,,,
"2018/01/18 19:20:49.081",,,,,,,,,,,,,,17.97,,,
"2018/01/18 19:21:11.603",,,,,,,,,,,18.04,,,,,,
"2018/01/18 19:21:24.088",,,,,,,,,,,,,,,18.16,,
"2018/01/18 19:21:31.599",,,,18.92,,,,,,,,,,,,,
"2018/01/18 19:22:14.085",,,,,,,,,,17.99,,,,,,,
"2018/01/18 19:22:34.085",,,,,19.04,,,,,,,,,,,,
"2018/01/18 19:23:09.093",18.21,,,,,,,,,,,,,,,,
"2018/01/18 19:24:36.599",,,,,,,,,,,,,17.58,,,,
"2018/01/18 19:24:49.096",,,18.4,,,,,,,,,,,,,,
"2018/01/18 19:25:36.588",,17.72,,,,,,,,,,,,,,,
"2018/01/18 19:26:49.097",,,,,,18.92,,,,,,,,,,,
"2018/01/18 19:27:16.592",,,,,,,,,17.67,,,,,,,,
"2018/01/18 19:27:31.608",,,,,,,,,,,,17.55,,,,,
"2018/01/18 19:27:54.090",,,,,,,,19.11,,,,,,,,,
"2018/01/18 19:28:11.605",,,,,,,,,,,,,,17.45,,,
"2018/01/18 19:28:31.603",,,,,,,,,,,,,,,,17.5,
"2018/01/18 19:28:54.094",,,,,,,,,,,,,,,17.65,,
"2018/01/18 19:28:56.598",,,,,,,,,,,17.53,,,,,,
"2018/01/18 19:29:01.666",,,,18.4,,,,,,,,,,,,,
"2018/01/18 19:29:14.096",,,,,,,18.55,,,,,,,,,,
"2018/01/18 19:29:56.598",,,,,,,,,,17.48,,,,,,,
"2018/01/18 19:30:31.607",17.7,,,,,,,,,,,,,,,,
"2018/01/18 19:30:51.726",,,,,18.53,,,,,,,,,,,,
"2018/01/18 19:33:29.089",,,17.89,,,,,,,,,,,,,,
"2018/01/18 19:33:41.601",,17.21,,,,,,,,,,,,,,,
"2018/01/18 19:33:56.589",,,,,,,,,,,,,17.06,,,,
"2018/01/18 19:35:01.592",,,,,,18.4,,,,,,,,,,,
"2018/01/18 19:36:16.595",,,,,,,,,17.16,,,,,,,,
"2018/01/18 19:36:34.099",,,,,,,,18.6,,,,,,,,,
"2018/01/18 19:37:06.588",,,,,,,,,,,,17.04,,,,,
"2018/01/18 19:37:41.598",,,,17.89,,,,,,,,,,,,,
"2018/01/18 19:37:49.092",,,,,,,,,,,,,,16.94,,,
"2018/01/18 19:38:41.597",,,,,,,,,,,17.01,,,,,,
"2018/01/18 19:38:51.680",,,,,,,,,,,,,,,17.14,,
"2018/01/18 19:38:54.100",,,,,,,,,,,,,,,,16.99,
"2018/01/18 19:39:26.592",,,,,,,,,,16.97,,,,,,,
"2018/01/18 19:39:31.609",,,,,,,18.04,,,,,,,,,,
"2018/01/18 19:39:49.093",17.19,,,,,,,,,,,,,,,,
"2018/01/18 19:40:24.096",,,,,18.01,,,,,,,,,,,,
"2018/01/18 19:44:21.675",,16.7,,,,17.89,,,,,,,,,,,
"2018/01/18 19:44:29.085",,,17.38,,,,,,,,,,,,,,
"2018/01/18 19:46:06.581",,,,,,,,,,,,,16.55,,,,
"2018/01/18 19:46:44.086",,,,,,,,18.09,,,,,,,,,
"2018/01/18 19:47:56.593",,,,,,,,,16.65,,,,,,,,
"2018/01/18 19:48:21.671",,,,17.38,,,,,,,,,,,,,
"2018/01/18 19:49:04.085",,,,,,,,,,,,16.53,,,,,
"2018/01/18 19:49:41.598",,,,,,,,,,,,,,16.43,,,
